name,rating,reviews_count,category,address,phone,website,hours,extracted_at,ciudad_busqueda
Odontoss Centro,4.7,,Clínica dental,"Cra 46 # 47-66 local 3034 Centro comercial punto de la oriental, Medellín, Antioquia",6044440062,http://www.odontoss.com/,,2025-12-22 15:47:15,Medellín
Clínica Odontológica Oral Laser Estadio,4.6,,Clínica dental,"Cra. 78 #4640, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6044440840,http://www.oralaser.com.co/,,2025-12-22 15:47:18,Medellín
Odontologos en Medellin,4.0,,Dentista,"Centro Comercial Unicentro, Consultorio 1, Cra 66B #34A 76, Medellín, Antioquia",3052581651,https://odontologoenmedellin.com/,,2025-12-22 15:47:21,Medellín
DentiOral - Sede Belén,4.8,,Clínica dental,"Cl. 30 #75-64, Medellín, Belén, Medellín, Antioquia",6044448911,https://www.dentioral.com/,,2025-12-22 15:47:24,Medellín
Sanadent Odontólogos - La Mejor Clínica Dental en Medellín,4.9,,Clínica dental,"Av. 33 #· 81 - 17, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6044486126,http://www.sanadentodontologos.com.co/,Abierto ⋅ Cierra a las 7 p.m.·Ver más horas,2025-12-22 15:47:27,Medellín
Clínica Odontológica de Antioquia - CLODAN sas.,4.7,,Clínica dental,"Calle 33 N° 42b-06 torre sur, Centro Comercial Sandiego #oficina 1109, Medellín, Antioquia",3192746973,https://clodan.com.co/,,2025-12-22 15:47:30,Medellín
Odontología The Best Smile Centro Medellín,4.9,,Dentista,"Cra 47 / Sucre #56-35, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3118295100,https://thebestsmileod.com/,,2025-12-22 15:47:33,Medellín
Sanadent,4.9,,Clínica dental,"Florida Parque Comercial, Cl. 71 #65 - 150 Local 2111, El Progreso, Medellín, Castilla, Medellín, Antioquia",6044486126,https://sanadentodontologos.com.co/,,2025-12-22 15:47:36,Medellín
Odontoespecialistas,5.0,,Dentista,"Calle 34 ##43-66 Local 1008 1009, Medellín, Antioquia",3137591236,http://www.odontoespecialistas.com/,Abierto ⋅ Cierra a las 6 p.m.·Ver más horas,2025-12-22 15:47:40,Medellín
Clínica Odontológica Oral Laser Centro,4.4,,Clínica dental,"Edificio Vicente Uribe Rendón, Cra. 46 #52-36 Local 9907, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6044440840,https://oralaser.com.co/,,2025-12-22 15:47:43,Medellín
Camila Paredes Odontología,5.0,,Centro médico,"Centro Profesional Conquistadores, Cl. 34 #63B - 72 Consultorio 202 Consultorio 202, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",3245813771,https://www.doctoralia.co/camila-paredes/odontologo/medellin,,2025-12-22 15:47:46,Medellín
Oral Elite Consultorio Odontológico,5.0,,Clínica dental,"Cl. 52 #43 - 84, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3004243602,,,2025-12-22 15:47:49,Medellín
OrtoLíder,4.9,,Clínica dental,"Cl. 52 #4324, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6044448939,http://www.ortolider.com/,,2025-12-22 15:47:52,Medellín
Sede Centro - PROMTA Clínica Odontológica,3.4,,Clínica dental,"Cl. 56 #41-38, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6044448400,http://www.promta.com.co/,,2025-12-22 15:47:55,Medellín
Clínica Fresh,5.0,,Clínica dental,"Cl. 26 #38-26, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3113579782,https://clinicafresh.com/,,2025-12-22 15:47:58,Medellín
Odontología Especializada Medellín,4.8,,Clínica dental,"Torre Medica 2, Cra 25A # 1A Sur, Centro Comercial El Tesoro #45 Local 4799, Medellín, Antioquia",3007008281,,,2025-12-22 15:48:01,Medellín
Clínica Ártica,4.6,,Dentista,"Cl. 18, Av. Las Palmas #35-69 OF 330, El Poblado, Medellín, Antioquia",6044484847,https://www.clinicaartica.com/,,2025-12-22 15:48:04,Medellín
Consultorio odontológico Angela Zapata,5.0,,Clínica dental,"Cl. 54 #41-65, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3205449004,https://www.azodontologos.com/inicio,,2025-12-22 15:48:07,Medellín
Clínica Sonrisas Sanas,4.6,,Clínica dental,"Cra. 43 #50 - 82 Int 107, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3204213140,http://clinicasonrisassanas.com/,,2025-12-22 15:48:10,Medellín
Dra. Ana Zuluaga - Diseño de Sonrisa en Medellín,4.9,,Clínica dental,"Cra. 43A #18sur-135 piso 9, oficina 910, El Poblado, Medellín, El Poblado, Medellín, Antioquia",3054566979,http://www.dranazuluaga.com/,,2025-12-22 15:48:13,Medellín
Centro Odontológico San Martin,4.8,,Dentista,"Cl. 50b #37-82, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3104030712,https://odontologiasanmartin.com/,,2025-12-22 15:48:16,Medellín
Consultorio Odontologico La 92,4.4,,Dentista,"Cra. 51 #92-00, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",3206433524,,Abierto ⋅ Cierra a las 6 p.m.·Ver más horas,2025-12-22 15:48:19,Medellín
DentiSalud La Playa,4.4,,Clínica dental,"Cl. 52 #43-106, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6044601240,https://dentisalud.com.co/,,2025-12-22 15:48:23,Medellín
Ortoclin Sede Santa Lucia,4.7,,Clínica dental,"Cra. 87 # 47a-37, La América, Medellín, La América, Medellín, Antioquia",3134555223,https://www.instagram.com/ortoclin.col/,,2025-12-22 15:48:26,Medellín
We Smile Medellin - ODONTOLOGIA ESTETICA ESPECIALIZADA,5.0,,Clínica dental,"Cl. 47 # 70-7, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",3218464388,https://www.instagram.com/wesmilemedellin?igsh=MWY0NnJlYzJnZGYxZA%3D%3D&utm_source=qr,,2025-12-22 15:48:29,Medellín
IPS Odontología San Juan,4.2,,Ortodoncista,"Cl 44 #78-36, Los Pinos, Medellín, La América, Medellín, Antioquia",3157170005,https://odontologiasanjuan.com/,,2025-12-22 15:48:32,Medellín
Odontobegu - Consultorio Odontologico - Urgencias Odontologicas,5.0,,Clínica dental,"Cl. 63A # 37 - 34, Medellín, Villa Hermosa, Medellín, Antioquia",3137617944,https://www.instagram.com/odontobegu_/,,2025-12-22 15:48:35,Medellín
Oral Láser,4.0,,Clínica dental,"calle 2 sur # 46 - 116 Torre médica Salud Vegas, local 148, Medellín, Antioquia",6044440840,https://oralaser.com.co/clinica-odontologica-poblado-medellin/,,2025-12-22 15:48:38,Medellín
Bocas&Risas - Clínica Odontológica en Medellín,5.0,,Clínica dental,"Cra. 49 # 61 - 42, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3013248706,https://www.bocasyrisas.com/,,2025-12-22 15:48:41,Medellín
LR Clínica Odontológica,5.0,,Clínica dental,"Edif Lyon, Cra. 78A #48-76, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",3232948354,https://lrclinicaodontologica.com/,,2025-12-22 15:48:44,Medellín
DentiSalud El Poblado - Clínicas Odontológicas,4.5,,Clínica dental,"Av. El Poblado #14s1, El Poblado, Medellín, El Poblado, Medellín, Antioquia",6043495900,http://www.dentisalud.com.co/,,2025-12-22 15:48:47,Medellín
Ana Virgen Smile,5.0,,Clínica dental,"Cra. 52 #45 - 92 Local 215, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3113669272,,,2025-12-22 15:48:50,Medellín
Oral Studio,5.0,,Clínica dental,"Cl. 19a # 44 - 25 Consultorio 2001, El Poblado, Medellín, El Poblado, Medellín, Antioquia",3127093687,https://www.oralstudio.com.co/,,2025-12-22 15:48:53,Medellín
DentiSalud Floresta - Clínica odontológica,4.7,,Clínica dental,"Cra. 80 #49a122, Medellín, Antioquia",6045579085,https://www.dentisalud.com.co/,,2025-12-22 15:48:56,Medellín
Ortoclin Sede Castilla,4.8,,Clínica dental,"Cra 68 #97-10, Castilla, Medellín, Castilla, Medellín, Antioquia",3104017012,https://www.instagram.com/ortoclin.col/,,2025-12-22 15:48:59,Medellín
Avanza Grupo Odontológico - Diseño de sonrisa Medellín - carillas cerámicas,4.9,,Clínica dental,"Cl 34B #65D - 58, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",3003075315,http://www.avanzagrupoodontologico.com/,,2025-12-22 15:49:02,Medellín
Oral Center Poblado,4.3,,Clínica dental,"Calle 7 # 39- 197, Torre Intermédica Local 1219, Medellin, Antioquia",6043493080,http://oralcenter.com.co/,,2025-12-22 15:49:05,Medellín
Doctoralia Colombia,4.1,,Empresa de software,"Edificio City Business - Sanofi Office, Tv. 23 #97 - 73 oficina 406, Chapinero, Bogotá, Cundinamarca",6014387657,https://www.doctoralia.co/,,2025-12-22 15:49:09,Medellín
Sumidental Clínica Dental,3.5,,Clínica dental,"Centro Comercial Almacentro, Cra. 43A #34 - 95 Local 292, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6043221809,,,2025-12-22 15:49:12,Medellín
Clínica Odontológica Del Rosario,,,Clínica ambulatoria,"Edificio Don Gaspar De Rodas, Cra. 46 #49 A - 27 Consultorio 417, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3207281492,https://www.instagram.com/odontologiadel.rosario/,,2025-12-22 15:49:15,Medellín
Centro Odontológico Congregación Mariana,4.0,,Dentista,"Cra. 46 #5415, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6043221990,,,2025-12-22 15:49:18,Medellín
Centro Odontológico La Oriental,3.0,,Clínica dental,"Cl. 57a #45D-74 Piso 2, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3126070048,https://www.facebook.com/laorientalodontologia/,,2025-12-22 15:49:21,Medellín
Dentioral - Sede Poblado,5.0,,Clínica dental,"Cra. 43A #34-95 Local 200, Centro comercial Almacentro, Medellín, Antioquia",6044448911,https://dentioral.com/,,2025-12-22 15:49:24,Medellín
BUCCAL | Centro Odontológico,4.4,,Clínica dental,"Cl. 51 #43 05, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3233167497,https://www.buccal.co/,,2025-12-22 15:49:27,Medellín
Oral Line Centro Odontología Estética y Ortodoncia,4.0,,Clínica dental,"Cra. 51 #50-21, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3233433787,,,2025-12-22 15:49:30,Medellín
La Odontologia,5.0,,Clínica dental,"Cl. 49 #57 52, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3003568689,,,2025-12-22 15:49:33,Medellín
Consultorios odontologicos la 56,5.0,,Clínica dental,"Cl. 54 #42 81, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",2167370,,,2025-12-22 15:49:36,Medellín
Dental Spa Clínica Odontológica,5.0,,Clínica dental,"L-107, Cl 36 #43-66, La Candelaria, Medellín, Antioquia",42622152,https://www.sandiego.com.co/dental-spa-clinica-odontologica-sas,,2025-12-22 15:49:39,Medellín
Ortoclin Sede Laureles,4.7,,Clínica dental,"Cq. 6 #76 E -42, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",3245263555,https://ortoclin.co/,,2025-12-22 15:49:42,Medellín
Consultorio Odontologico Bello en Medellin,,,Clínica dental,"Av. Cundinamarca #45-21, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",45118944,,,2025-12-22 15:49:45,Medellín
Odontología la 78 Urgencia las 24 horas,4.3,,Servicio de urgencias dentales,"Cl. 45A #77 a 10, Los Pinos, Medellín, Laureles, Medellín, Antioquia",3122478447,https://consultorioodontologicola78.com/,,2025-12-22 15:49:48,Medellín
Ortoclin Sede San javier,4.5,,Clínica dental,"Cra. 98 # 47a-02, San Javier II, Medellín, San Javier, Medellín, Antioquia",3226754353,https://www.instagram.com/ortoclin.col/,,2025-12-22 15:49:51,Medellín
Mauricio Moreno Ortodoncista - Sede centro,1.0,,Ortodoncista,"Cra. 46 #no 49A 27, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3146273689,,,2025-12-22 15:49:55,Medellín
ODONTOLOGÌA ESPECIALIZADA ALMACENTRO,4.7,,Clínica dental,"Cra. 43A #34 - 95, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3113819338,,,2025-12-22 15:49:58,Medellín
Blanqueamiento Dental en Medellin,1.0,,Dentista cosmético,"Cra. 25 #12 Sur 59, El Poblado, Medellín, El Poblado, Medellín, Antioquia",3203118517,https://dracatalinabeltran.com/blanqueamiento-dental-medellin,,2025-12-22 15:50:01,Medellín
DIENTES SANOS MEDELLIN,4.7,,Clínica dental,"Diagonal 50 # 49 -14, Edificio Juan Pablo Gonzalez - 303, Medellín, Antioquia",6044446186,,,2025-12-22 15:50:04,Medellín
Dens Clinicas Dentales,4.2,,Clínica dental,"Cl. 52 #43-100, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3104250545,https://densclinicasdentales.com/,,2025-12-22 15:50:07,Medellín
Odontología Ana María Martínez,4.9,,Clínica dental,"centro de medellín, Cra 45, Odontología Ana María Martínez, de, Medellín, Antioquia",3174283681,,,2025-12-22 15:50:10,Medellín
Odontosmart Medellin,5.0,,Clínica dental,"CENTRO COMERCIAL SANDIEGO, Cl. 33 #42B-06 Local 1221, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",3182087175,http://odontosmart.com.co/,,2025-12-22 15:50:13,Medellín
AOI Sonrisas Integrales Integral By Dr Omar Ibarra,4.8,,Dentista,"Cra. 46 #53 15, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3046317984,,,2025-12-22 15:50:16,Medellín
Prevenga Odontología Particular - Las Vegas,4.9,,Clínica dental,"Cl. 35a Sur #47 -53, Zona 2, Envigado, Antioquia",3009126355,http://www.clinicasprevenga.com/,,2025-12-22 15:50:19,Medellín
Odontología Aranjuez,4.9,,Dentista,"Cra. 49A #92-90, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",3108388449,https://wa.me/573108388449,,2025-12-22 15:50:22,Medellín
Grupo Odontológico Ilich Chaves - Centro,5.0,,Clínica dental,"Calle 54 #45-63 edificio Caracas 1, local 319, Medellín, Antioquia",3006287555,https://www.facebook.com/dentalilichgrup/,,2025-12-22 15:50:25,Medellín
Odontología MÍA,5.0,,Clínica dental,"calle 54 # 45-63 edificio, Caracas #1 consultorio 207, Medellín, Antioquia",3015276895,,,2025-12-22 15:50:28,Medellín
Odontólogos y Especialistas,5.0,,Hospital,"Carrera 80 #32ee-3 a 32ee-69,, Medellín, Antioquia",44112100,,,2025-12-22 15:50:31,Medellín
RC DENTAL,4.9,,Clínica dental,"Pollos Paulandia - Edificio san pablo, Cl. 49B #64B-54 Oficina 202, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",3122376546,https://instagram.com/rc.dental?utm_medium=copy_link,,2025-12-22 15:50:34,Medellín
Oralimagen,5.0,,Clínica dental,"Calle 47 #69a-23 interior 201, edificio la Florida, Medellín, Antioquia",3167449425,http://www.oralimagen.com/,,2025-12-22 15:50:38,Medellín
Alternativas Odontológicas,4.0,,Clínica dental,"Cl. 46 #69-32, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",3015343777,https://www.alternativasodontologicas.co/,,2025-12-22 15:50:41,Medellín
Estacion Oral,5.0,,Clínica dental,"Cl. 49 #30-35, Caicedo, Medellín, Buenos Aires, Medellín, Antioquia",6042694642,http://estacionoral.com/,,2025-12-22 15:50:44,Medellín
Centro Odontologico Oral Health Medellin,,,Clínica dental,"Cl. 54 #46-38, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3235824265,,,2025-12-22 15:50:47,Medellín
Biodental Odontologia Especializada,5.0,,Clínica dental,"Edificio centro, Cl. 54 #1 local 102, Medellín, Antioquia",3126886150,https://www.instagram.com/biodentalodontologia/,,2025-12-22 15:50:50,Medellín
Maxilodent Medellín,5.0,,Clínica dental,"Cl. 54 #46-27 interior 1105, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3194148542,https://es-la.facebook.com/maxilodentmedellin1105/,,2025-12-22 15:50:53,Medellín
Oral Center Distrito 65,4.1,,Clínica dental,"Edificio Distrito 65, Cl. 49B #64C - 54 local 201, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6042302728,https://www.oralcenterdistrito65.com/,,2025-12-22 15:50:56,Medellín
Clínica Dental Maru,,,Clínica dental,"Parque Empresarial Calle 11A, Calle 11 #43B – 50 Oficina 109, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3017714047,,,2025-12-22 15:50:59,Medellín
ORTHOSMART,5.0,,Clínica dental,"Cra. 46 # 53-48, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6045574928,,,2025-12-22 15:51:02,Medellín
Confíadent,5.0,,Clínica dental,"Cl. 55 #39-48, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3016732736,https://www.confiadent.com/,,2025-12-22 15:51:05,Medellín
Clínica Odontológica Dientes Sanos Belén,4.2,,Clínica dental,"Diagonal 75b, Mall la Gran Vía ##105, Medellín, Antioquia",3137341616,,,2025-12-22 15:51:08,Medellín
Clinica dental de bello,1.0,,Clínica dental,"Cra. 44 #48 21 Int. 106, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",42174695,,,2025-12-22 15:51:11,Medellín
Dentiplan Plus Camino Real,4.6,,Clínica dental,"Cra. 47 # 52 86 local 315 CCCR, Medellín, Antioquia",44481232,http://www.dentiplan.com.co/,,2025-12-22 15:51:14,Medellín
ODONTOLOGÍA NOVA,5.0,,Clínica dental,"Cl. 49 #32-65, Caicedo, Medellín, Buenos Aires, Medellín, Antioquia",3013634185,,,2025-12-22 15:51:17,Medellín
Dra. Katerine Alzate G. Odotología,5.0,,Ortodoncista,"Cl. 54 #45-58, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3022628630,http://www.odontologia-katerinealzate.com/,,2025-12-22 15:51:20,Medellín
Denti Smile,5.0,,Dentista,"Cl. 54 #46-27 Consultorio 507, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3505472225,https://instagram.com/denti.smile?igshid=Y2IzZGU1MTFhOQ==,,2025-12-22 15:51:24,Medellín
MC DENTAL,4.3,,Clínica dental,"Edificio COLSEGUROS, Cra. 46 #53-44, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6042338588,http://mcdental.com.co/,,2025-12-22 15:51:27,Medellín
Clínica Odontológica Everest,3.7,,Clínica dental,"Cra. 50 #52-50, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3168334812,http://www.odontologiaeverest.com.co/,,2025-12-22 15:51:30,Medellín
Odontología Dra. Diana Ramírez. Implantes Medellín,5.0,,Periodoncista,"C. 50 #38-48 Consultorio 204, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3146241901,,,2025-12-22 15:51:33,Medellín
Oral Express,4.8,,Clínica dental,"Cra. 49 #49-73 2do. Piso, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",42510801,,,2025-12-22 15:51:36,Medellín
SOI Odontología,5.0,,Clínica dental,"CALLE 29 # 41-105. ED. SOHO, OF 602, Medellín, Antioquia",3216369003,http://www.soiodontologia.co/,,2025-12-22 15:51:39,Medellín
DentalFriends,5.0,,Clínica dental,"Cra. 49 #52 - 81 local 9925, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3175100157,https://www.instagram.com/dentalfriendsm/?hl=es,,2025-12-22 15:51:42,Medellín
Confort Clínica Dental,,,Clínica dental,"Cra. 46 #54-14 Consultorio 808, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3046315717,,,2025-12-22 15:51:45,Medellín
Consultorio odontologico Mauricio Rangel,3.0,,Clínica dental,"Cl. 54 #46-27 consultorio 1001, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3174364085,,,2025-12-22 15:51:48,Medellín
Odontología VIV - Poblado,5.0,,Clínica dental,"Edificio Bio 26 Cl. 26, Av. Las Palmas #38 - 26 Piso 10, consultorio 1025, Medellín, Antioquia",3150021483,https://vivodontologia.com/,,2025-12-22 15:51:51,Medellín
Oral Concept Envigado,5.0,,Clínica dental,"Consultorio 1213, Cl 49 Sur #45 A - 300 EDIFICIO S48, Tower, Envigado, Antioquia",3137662008,,,2025-12-22 15:51:54,Medellín
Odontología Carolina Martínez,5.0,,Clínica dental,"Edificio Colseguros, Cra. 46 #53-48 local 105, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3197598216,https://www.instagram.com/caromartinezodonto/,,2025-12-22 15:51:57,Medellín
Clínica Colombiana de Salud Oral,5.0,,Clínica dental,"Cra. 46 #49a-35, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",43220406,,,2025-12-22 15:52:00,Medellín
AZDENTAL,5.0,,Clínica dental,"Edificio La Palenciaa, Cra. 46 #50- 28 Local 210, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3244388800,,,2025-12-22 15:52:03,Medellín
Odontologia San Javier,4.0,,Dentista,"Cra. 99 # 48-13, San Javier II, Medellín, San Javier, Medellín, Antioquia",3207018338,https://wa.me/573207018338,,2025-12-22 15:52:06,Medellín
Odonto Rio - Estudio Dental,3.6,,Clínica dental,"Cl. 49B # 21 - 38 local 501, El Vergel, Medellín, Buenos Aires, Medellín, Antioquia",3166304488,,,2025-12-22 15:52:10,Medellín
Ecodental,5.0,,Clínica dental,"Cra. 46 # 54 -89, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3002416770,,,2025-12-22 15:52:13,Medellín
Corporación Odontológica De Antioquia,4.6,,Clínica dental,"Centro profesional Conquistadores, Calle 34 63B-72 Consultorio 407 - Ed, Cl. 34 #63B-72 Consultorio 407, Medellín, Antioquia",3017077202,https://corporacionodontologicadeantioquia.com.co/,,2025-12-22 15:52:19,Medellín
Dra Jacqueline Arango - Odontología,5.0,,Clínica dental,"Cra. 43 #47 - 90, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3147537082,https://drajacquelinearango.com/,,2025-12-22 15:52:22,Medellín
Cedens Odontología,5.0,,Clínica dental,"Calle 33 #42B-06, Centro Comercial Sandiego #Torre Sur consultorio 1114, Medellín, Antioquia",3008142057,https://cedensodontologia.com/,,2025-12-22 15:52:25,Medellín
Clinica Odontologica Medellin Essence Dental Group,,,Clínica dental,"TORRE MEDICA EL TESORO, CRA 25 A ·1 A SUR -45, CONS 1726, Medellín, Antioquia",3043774390,https://instagram.com/essence_dentalgroup?igshid=YmMyMTA2M2Y=,,2025-12-22 15:52:28,Medellín
Smiling Clínica Odontológica,5.0,,Clínica dental,"Cl. 54 # 46-27 Consultorio 504, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",45113014,,,2025-12-22 15:52:31,Medellín
OdontoLógica DRA. Diana Robledo A.,5.0,,Clínica dental,"Carrera 45 # 49-81 Edificio Copal consultorio 205, Calle 50 # 45-11 Edificio Copal consultorio 205, Medellín, Antioquia",6043223020,,,2025-12-22 15:52:34,Medellín
Consultorio Odontologico,5.0,,Clínica dental,"Cra. 45 #44-106, Aranjuez, Medellín, Manrique, Medellín, Antioquia",12110544,,,2025-12-22 15:52:37,Medellín
CENTRO DENTAL PROFESIONAL,,,Clínica dental,"Cra. 49 #46-75 Local 203, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",42312534,,,2025-12-22 15:52:40,Medellín
Odonto Center,5.0,,Clínica dental,"Av. Colombia #45 - 56 L 209, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",42519250,,,2025-12-22 15:52:43,Medellín
clinica dental apso,5.0,,Clínica dental,"Cra. 46 #52-140, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",3004625382,,,2025-12-22 15:52:46,Medellín
San José Centro Odontológico,3.0,,Clínica dental,"Cl. 30A #74-82, Medellín, Belén, Medellín, Antioquia",45899445,,,2025-12-22 15:52:49,Medellín
Medellin - Dr. Juan Carlos Mejía Escalante,4.7,,Dentista,"Carulla Las Palmas (Centro Empresarial Palms Avenue) Of. 330 Las Palmas, El Poblado, Medellín, Antioquia",3003832926,http://www.medellindentalsolutions.com/,,2025-12-22 15:52:52,Medellín
Eddy Berry Odontología - Ed. Banco Caja Social Av. Oriental oficina 1204,5.0,,Clínica dental,"Edificio Banco Caja Social, Car 46 52-140, Medellín, Antioquia",3226342006,,,2025-12-22 15:52:56,Medellín
Neodent Odontologia Integral y especializada,4.0,,Clínica dental,"Cl. 130 #92-14, Bogotá",+13013687854,,,2025-12-22 15:55:18,Bogotá
Odontoamigo,4.4,,Clínica dental,"Cl. 129c Bis #91-09 local 1, Bogotá",3102227286,,,2025-12-22 15:55:21,Bogotá
Consultorio Odontológico,,,Clínica dental,"Cl 132 #93-06 Piso 2, Bogotá",16823667,,,2025-12-22 15:55:24,Bogotá
Odonto Centry,1.4,,Facultad de odontología,"Carrera 93 No. 129B-24, Suba Rincon, Bogotá, Bogotá D.C.",16946070,,,2025-12-22 15:55:27,Bogotá
clinica odontologica orthoplus,,,Clínica dental,"Cl 132 #94 F, Suba, Bogotá",16855154,,,2025-12-22 15:55:30,Bogotá
AR ODONTOLOGIA ADRIANA RESTREPO,4.5,,Clínica dental,"Cra. 93 #128 A 25, Suba, Rincón, Bogotá",3174388793,https://www.facebook.com/adriana.restrepo.351104,,2025-12-22 15:55:33,Bogotá
SAR ALIANZA ODONTOLOGICA,,,Clínica dental,"Cl. 133a #91-10, Suba, Bogotá, Cundinamarca",3183019855,,,2025-12-22 15:55:36,Bogotá
