name,rating,reviews_count,category,address,phone,website,hours,extracted_at,ciudad_busqueda
Dr Federico Pinaud - Odontología Estética,5.0,,Clínica dental,"Cl. 6A #3 - 17, Cartagena de Indias, Provincia de Cartagena, Bolívar",3118615128,https://instagram.com/fedepinaud?igshid=ZGUzMzM3NWJiOQ==,,2025-12-22 16:22:32,Cartagena
Andrés Pineda - Odontología estética e integral,5.0,,Clínica dental,"Centro Empresarial Edificio Seaport 3, Cl. 28 #27-23 oficina 1506, Manga, Cartagena de Indias, Provincia de Cartagena, Bolívar",3207497293,https://andrespinedaodontologia.com/,,2025-12-22 16:22:35,Cartagena
Urgencias Endodónticas,5.0,,Clínica dental,"Centro Médico, Cl. 31 #58-38 Piso 4 Consultorio 420, Los Ejecutivos, Cartagena de Indias, Provincia de Cartagena, Bolívar",3004701842,,,2025-12-22 16:22:38,Cartagena
CROE ODONTOLOGÍA,5.0,,Clínica dental,"villa sandra mz A lt 4 edificio latitud 13, oficina 3B, Villa Sandra, Cartagena de Indias, Provincia de Cartagena, Bolívar",3122856371,,,2025-12-22 16:22:41,Cartagena
Dentis32 Odontólogia Especializada,5.0,,Clínica dental,"República de Venezuela, Cartagena de Indias, Provincia de Cartagena, Bolívar",3234520626,,,2025-12-22 16:22:44,Cartagena
Odontologos Cartagena / Precios odontologia Cartagena/ Clinica dental Cartagena,5.0,,Dentista cosmético,"Edificio Milano, Cra. 2 #42a 70 local 1, Barrio El Cabrero, Cartagena de Indias, Cartagena, Provincia de Cartagena, Bolívar",+13213804313,http://elmejorodontologodecartagena.com/,,2025-12-22 16:22:47,Cartagena
Biodiseño Dental Medical,5.0,,Dentista,"130001, Cl. 29 #23-60, Manga, Cartagena de Indias, Provincia de Cartagena, Bolívar",3145239586,,,2025-12-22 16:22:50,Cartagena
CLINICA DENTAL ANDALUCIA,,,Clínica dental,"Cra. 44 #30A-38 Local 1, España, Cartagena de Indias, Provincia de Cartagena, Bolívar",56625638,,,2025-12-22 16:22:53,Cartagena
RICARDO RAMIREZ ACOSTA,5.0,,Dentista,"Centro Medico Los Ejecutivos Consultorios 201, Provincia de Cartagena, Bolívar",3126192850,,,2025-12-22 16:22:56,Cartagena
DentoClinic Cartagena,5.0,,Clínica dental,"Cl. 26 #24-67, Manga, Cartagena de Indias, Provincia de Cartagena, Bolívar",3022057196,https://www.instagram.com/dentocliniccartagena/,,2025-12-22 16:22:59,Cartagena
havidentistry - Havid Abdala - Dental Center,4.8,,Dentista,"C. 30A #62-179, San Pedro, Cartagena de Indias, Provincia de Cartagena, Bolívar",6056633274,http://www.havidabdala.com/,,2025-12-22 16:23:03,Cartagena
Clínica Odontológica | Odontología Premium,5.0,,Clínica dental,"Brr Manga, Cl. 26 #17-110, Manga, Cartagena de Indias, Provincia de Cartagena, Bolívar",3243332818,https://www.asodontologiapremium.com/,,2025-12-22 16:23:06,Cartagena
Dra. Cristina Argel Sossa ODONTOLOGÍA GENERAL Y ESTETICA,4.6,,Clínica dental,"San Fernando Calle 20 #82-61 Cartagena, Bolívar Colombia, Calle Bolívar, San Fernando, Cartagena de Indias, Bolívar",3024195448,https://www.instagram.com/dra.cristinaargels/?hl=es-la,,2025-12-22 16:23:09,Cartagena
Juan Carlos Garcia Silva,,,Clínica dental,"Centro Médico los Ejecutivos, Cl. 31 #56A- 38 Consultorio 4-14, Escallón Villa, Cartagena de Indias, Provincia de Cartagena, Bolívar",3114131713,,,2025-12-22 16:23:12,Cartagena
Crear Sonrisas,4.7,,Clínica dental,"Centro Medico, Cl. 31 #N° 58-38, Los Ejecutivos, Cartagena de Indias, Provincia de Cartagena, Bolívar",3045421656,http://clinicacrearsonrisas.com/,,2025-12-22 16:23:15,Cartagena
ODONTOLOGIA AL ALCANCE DE TODOS,5.0,,Clínica dental,"Del Consulado #50A-87, Andalucia, Cartagena de Indias, Provincia de Cartagena, Bolívar",56966664,,,2025-12-22 16:23:18,Cartagena
Consultorio Odontológico Dr. Kike,5.0,,Dentista,"CL. 31 58-38 Centro Medico Los Ejecutivos Con209, consultorio 209, Cartagena de Indias, Bolívar",3107841126,,,2025-12-22 16:23:21,Cartagena
Sonricaribe,4.6,,Clínica dental,"24 Local 2, Calle 3 #31, La castellana, Cartagena de Indias, Bolívar",56437139,,,2025-12-22 16:23:24,Cartagena
Dental Max Ctg,5.0,,Clínica dental,"Centro Médico Los Ejecutivos, Cl. 31 #Piso 1, Consultorio 117, Los Ejecutivos, Cartagena de Indias, Provincia de Cartagena, Bolívar",3015103345,https://www.instagram.com/dentalmaxctg/,,2025-12-22 16:23:27,Cartagena
Dental World - Sede Centro Uno,4.4,,Dentista cosmético,"Por Calle 35, C. C Centro Uno, Local 104, Av. Venezuela #8A-44, Cartagena de Indias, Bolívar",3104125729,https://dentalworldcartagena.com/,,2025-12-22 16:23:30,Cartagena
Dental World - Sede Centro Uno,4.4,,Dentista cosmético,"Por Calle 35, C. C Centro Uno, Local 104, Av. Venezuela #8A-44, Cartagena de Indias, Bolívar",3104125729,https://dentalworldcartagena.com/,,2025-12-22 16:23:33,Cartagena
Dental World - Sede Centro Uno,4.4,,Dentista cosmético,"Por Calle 35, C. C Centro Uno, Local 104, Av. Venezuela #8A-44, Cartagena de Indias, Bolívar",3104125729,https://dentalworldcartagena.com/,,2025-12-22 16:23:36,Cartagena
