name,rating,reviews_count,category,address,phone,website,hours,extracted_at,ciudad_busqueda
ORAL PLUS CLÍNICA ODONTOLOGÍCA,4.6,,Clínica dental,"Cra. 49c #76-201, Nte. Centro Historico, Barranquilla, Atlántico",3004918599,,,2025-12-22 16:13:21,Barranquilla
SIEO Clínica Odontológica,5.0,,Clínica dental,"Cra. 47 #82-186, Nte. Centro Historico, Barranquilla, Atlántico",3023239476,https://clinicaodontologicasieo.com/,,2025-12-22 16:13:24,Barranquilla
"Dr. Rolando Palacio Mckinley, Odontólogo",5.0,,Dentista,"Cl. 70b #39-105, Nte. Centro Historico, Barranquilla, Atlántico",,https://www.doctoralia.co/rolando-palacio-mckinley/odontologo/barranquilla?utm_source=google&utm_medium=gmb&utm_campaign=10874&utm_content=website,,2025-12-22 16:13:27,Barranquilla
Odontologia Especializada,,,Clínica dental,"Local 4, Esquina 43, Cl. 93, Atlántico",,,,2025-12-22 16:13:30,Barranquilla
C.O.E DE COLOMBIA Centro Odontológico de Especialistas,,,Clínica dental,"Calle 72 por calle 56 y calle 28, Nte. Centro Historico, Barranquilla, Atlántico",53201297,,,2025-12-22 16:13:33,Barranquilla
SOMECA - Servicios Odontomedicos del Caribe,3.9,,Clínica dental,"Cra. 42g #80-115, Nte. Centro Historico, Barranquilla, Atlántico",6053100030,http://www.someca.co/,,2025-12-22 16:13:36,Barranquilla
Dentyservices | Clínica Odontológica,4.9,,Clínica dental,"Cra. 43 #75B - 187 Local 21, Nte. Centro Historico, Barranquilla, Atlántico",3003259484,http://www.dentyservices.com/,,2025-12-22 16:13:39,Barranquilla
Oprem Dental Clínica odontológica especializada / Dra. Maria Molina / Dra. Karen Bustos,5.0,,Clínica dental,"Cra. 58 #70-129 LOCAL 101, Nte. Centro Historico, Barranquilla, Atlántico",6053453859,https://www.facebook.com/opremdental.clinicasdentales,,2025-12-22 16:13:43,Barranquilla
Odontológo,,,Clínica dental,"Cra. 47, Nte. Centro Historico, Barranquilla, Atlántico",53564380,,,2025-12-22 16:13:46,Barranquilla
DENTTE Odontología,5.0,,Clínica dental,"Cra. 72 #83 35, Riomar, Barranquilla, Atlántico",3023091081,https://instagram.com/dentteodontologia?igshid=YmMyMTA2M2Y=,,2025-12-22 16:13:49,Barranquilla
ORTHODENT Salud Oral Integral,5.0,,Clínica dental,"edificio Rosa María - Sky Garden, Cl. 85 #51b -20, Riomar, Barranquilla, Atlántico",3043515522,,,2025-12-22 16:13:52,Barranquilla
body dent Dra Claudia ordosgoitia,4.8,,Clínica dental,"Cl. 59 #44 15, Nte. Centro Historico, Barranquilla, Atlántico",3186966941,http://www.bodydents.com/,,2025-12-22 16:13:55,Barranquilla
Elite Smile - Implantes Dentales | Diseños de Sonrisa Barranquilla,5.0,,Clínica dental,"Cl. 94 #Nº51B-58 Local 1, Riomar, Barranquilla, Atlántico",3106510197,https://l.instagram.com/?u=https%3A%2F%2Flinktr.ee%2Felitesmileee&e=AT3o1QaGTGHdtyZ9FoeLqSxTX1GyswhSY_tycyCugvzmxSZfeG6zZYRTNjS-f_t-KW-6-iorfywzN62vqGj8G1M-5aXFksooGNVITY8R51iZRBAE,,2025-12-22 16:13:58,Barranquilla
Dr Eduardo Coll | Diseños de Sonrisa en Barranquilla,5.0,,Clínica dental,"Edificio Smart Office Center, Cra. 51B #80-58 Consultorio 503A, Nte. Centro Historico, Barranquilla, Atlántico",3017888216,https://www.dreduardocoll.com.co/,,2025-12-22 16:14:01,Barranquilla
Clínica Smile Care S.A.S,4.8,,Clínica dental,"Cl. 65 #47-09, Nte. Centro Historico, Barranquilla, Atlántico",3246836448,,,2025-12-22 16:14:04,Barranquilla
Clínica DentiCenter,4.4,,Clínica dental,"Cra. 50 #82 - 149 1er Piso, Nte. Centro Historico, Barranquilla, Atlántico",6053853530,http://www.denticenter.com.co/,,2025-12-22 16:14:07,Barranquilla
TU DENT,5.0,,Clínica dental,"Cra. 49c #76-10 Local 4, Nte. Centro Historico, Barranquilla, Atlántico",53604585,https://medicosdoc.com/perfil-medico/888/tudent/odontologo-barranquilla,,2025-12-22 16:14:10,Barranquilla
Dental Health Odontologia Especializada,5.0,,Clínica dental,"Edificio.Soho 85, Cra. 47 #85-53, Barranquilla, Atlántico",6053855492,https://medicosdoc.com/perfil-medico/956/dentalhealth/odontologo-barranquilla,,2025-12-22 16:14:13,Barranquilla
Urgencias Odontológicas 24/7,5.0,,Clínica dental,"Cl. 80 #46-16, Nte. Centro Historico, Barranquilla, Atlántico",3009759442,,,2025-12-22 16:14:16,Barranquilla
"Dental Implant Plus - Odontología, Implantes, Ortodoncia, Diseño Sonrisa",5.0,,Clínica dental,"Torres del Atlantico Sur, Cra. 57 #99A - 65 consultorio 204, Riomar, Barranquilla, Atlántico",3054434163,,,2025-12-22 16:14:19,Barranquilla
CLINICA DENTAL BIODENTIST S.A.S,5.0,,Clínica dental,"Cl 72 #41-88, Nte. Centro Historico, Barranquilla, Atlántico",3023171950,https://www.instagram.com/dra.adryortegam?igsh=czkyeHF3MHZnbm4x,,2025-12-22 16:14:22,Barranquilla
DENTAL SMILE CONCEPT,5.0,,Clínica dental,"Cl. 76 #59-32, La Concepción, Barranquilla, Atlántico",3005472541,http://dentalsmileconcept.com/,,2025-12-22 16:14:26,Barranquilla
Vident Odontología Especializada,5.0,,Clínica dental,"Cl. 76 #44-25, Nte. Centro Historico, Barranquilla, Atlántico",3008025798,http://www.videntoe.com/,,2025-12-22 16:14:29,Barranquilla
PEREZ VELEZ ODONTOLOGOS,5.0,,Clínica dental,"Edificio Smart Office, Cra. 51B #80-58 Ofc 905, Nte. Centro Historico, Barranquilla, Atlántico",3104042951,http://www.perezvelezodontologos.com/,,2025-12-22 16:14:32,Barranquilla
Odonto Grupo,5.0,,Clínica dental,"Cra. 50 #84 -110 Local 02, Riomar, Barranquilla, Atlántico",,,,2025-12-22 16:14:35,Barranquilla
DentiColombia,5.0,,Clínica dental,"Cra. 47 #84-79 2do Piso, Riomar, Barranquilla, Atlántico",53458019,http://www.denticolombia.com/,,2025-12-22 16:14:38,Barranquilla
Dr. José Bello odontología,4.9,,Clínica dental,"Cra. 52 #82-307 piso 2 local 12, Nte. Centro Historico, Barranquilla, Atlántico",3043982908,,,2025-12-22 16:14:41,Barranquilla
Clínica Scala odontología y medicina estética,5.0,,Clínica dental,"Av. 20 de Julio #84 - 74, Nte. Centro Historico, Barranquilla, Atlántico",3022826452,https://instagram.com/karollcabrera.od?igshid=YmMyMTA2M2Y=,,2025-12-22 16:14:44,Barranquilla
Los Morales clinica dental,,,Clínica dental,"Cl. 84 #43B-26, Nte. Centro Historico, Barranquilla, Atlántico",,,,2025-12-22 16:14:47,Barranquilla
CLINICA SONRISA DA SILVA,4.0,,Clínica dental,"Cl. 79 #42F 93, Nte. Centro Historico, Barranquilla, Atlántico",3173728776,,,2025-12-22 16:14:50,Barranquilla
Punto Dental By Diana Castro - Centro Odontológico Sede Norte,,,Clínica dental,"Cra. 49c #80 -55 Consultorio 404, Nte. Centro Historico, Barranquilla, Atlántico",3004612038,https://linktr.ee/puntodental,,2025-12-22 16:14:53,Barranquilla
Sonrisas Imparabless – Consultorio Odontológico en Barranquilla,5.0,,Clínica dental,"Edificio Quantum tower, Cl. 85 #50 - 159 Oficina 1406, Riomar, Barranquilla, Atlántico",3002301253,https://www.instagram.com/sonrisasimparabless/,,2025-12-22 16:14:56,Barranquilla
Clinica Odontologica Taller De Sonrisas,,,Clínica dental,"Cra. 54 #55-127 local 3, Nte. Centro Historico, Barranquilla, Atlántico",53855370,https://medicosdoc.com/,,2025-12-22 16:14:59,Barranquilla
CLINICA ODONTOLOGICA,,,Clínica dental,"Cl. 63 #43-83, Nte. Centro Historico, Barranquilla, Atlántico",3008483755,,,2025-12-22 16:15:02,Barranquilla
Dentisalud Centro Comercial Mallplaza Buenavista - Clínicas odontológicas,4.9,,Ortodoncista,"Centro Comercial Mall Plaza Barranquilla, Cra. 55 #99 - 51 LS - 070, Riomar, Barranquilla, Atlántico",3204494558,https://www.dentisalud.com.co/,,2025-12-22 16:15:05,Barranquilla
Dr Juan Rodado - Odontologia Avanzada-Implantes Dentales-Diseño de Sonrisas,5.0,,Clínica dental,"Carrera 51B No.80-58 Smart Office Center, of.419, Barranquilla, Atlántico",3008164601,,,2025-12-22 16:15:09,Barranquilla
Clinica Odontologica Odontointegra Smile en Barranquilla,5.0,,Clínica dental,"Av. Murillo #2b-70, Cisneros, Barranquilla, Atlántico",3004242373,,,2025-12-22 16:15:12,Barranquilla
CareDental,5.0,,Clínica dental,"Cra. 46 #No. 80 - 32, Nte. Centro Historico, Barranquilla, Atlántico",53854612,http://caredental.medicosdoc.com/,,2025-12-22 16:15:15,Barranquilla
Odontología Integral,,,Clínica dental,"Cl. 84 #67-16 Piso 2, Riomar, Barranquilla, Atlántico",3156524539,,,2025-12-22 16:15:18,Barranquilla
Clínica Odontológica Orthodontics,,,Clínica dental,"Unidad Médica, Av. 20 de Julio #69G-53 Local 1001, Nte. Centro Historico, Barranquilla, Atlántico",53187168,,,2025-12-22 16:15:21,Barranquilla
Jeison Celedon Odontologia Integral y Estética,4.9,,Dentista,"Cl 72 #41B-09 Consultorio 610, Nte. Centro Historico, Barranquilla, Atlántico",3144583718,https://wa.link/17qcdk,,2025-12-22 16:15:24,Barranquilla
Clinica Salud Oral,4.8,,Clínica dental,"Cra. 48 #69-06, Nte. Centro Historico, Barranquilla, Atlántico",53566149,,,2025-12-22 16:15:27,Barranquilla
Odontologia Dr. Jackson Perez Ucros,5.0,,Clínica dental,"Cra. 44 #84-178, Nte. Centro Historico, Barranquilla, Atlántico",3006079639,https://www.instagram.com/drjackson.odontologia/,,2025-12-22 16:15:30,Barranquilla
JJ Odontología Especializada,5.0,,Clínica dental,"Cra. 41 #71-25, Nte. Centro Historico, Barranquilla, Atlántico",,https://flow.page/jjodontologiaespecializada,,2025-12-22 16:15:33,Barranquilla
Smiling - Altas Especialidades Odóntologicas,,,Clínica dental,"Cra. 52 #76 -122 local 9, Nte. Centro Historico, Barranquilla, Atlántico",3245893940,,,2025-12-22 16:15:36,Barranquilla
Punto Dental By Diana Castrao - Centro Odontológico Sede Recreo,5.0,,Clínica dental,"Cra. 38 #54 - 51 L-1, Nte. Centro Historico, Barranquilla, Atlántico",3007873787,https://linktr.ee/puntodental,,2025-12-22 16:15:39,Barranquilla
Odontologia Integral CLH,,,Clínica dental,"Cl 72 #57 -62 local 9, Nte. Centro Historico, Barranquilla, Atlántico",3145185556,,,2025-12-22 16:15:42,Barranquilla
Beauty Dental Care,5.0,,Clínica dental,"Cl. 82 # 55 - 55 Local 204, Nte. Centro Historico, Barranquilla, Atlántico",6053450626,https://medicosdoc.com/perfil-medico/4332/beauty-dental-care/odontologo-barranquilla,,2025-12-22 16:15:45,Barranquilla
Dentydent SAS,4.9,,Ortodoncista,"Cra. 46 #82 241 Local 10, Nte. Centro Historico, Barranquilla, Atlántico",3168664795,,,2025-12-22 16:15:48,Barranquilla
UOI UNIDAD DE ODONTOLOGIA INTEGRAL,,,Clínica dental,"Cra. 47 #79-104, Nte. Centro Historico, Barranquilla, Atlántico",53586476,,,2025-12-22 16:15:52,Barranquilla
Tuboca Clinica Dental del Caribe,3.8,,Clínica dental,"Cra. 18 #46B-45, Metropolitana, Barranquilla, Atlántico",3175153359,http://tubocaclinicadental.com/,,2025-12-22 16:15:55,Barranquilla
Sonrisa Italiana - Daniel Zabaleta - Porcelain Veneers,4.9,,Clínica dental,"Cra. 52 #84-131, Riomar, Barranquilla, Atlántico",3103695513,http://www.sonrisaitaliana.com/,,2025-12-22 16:15:58,Barranquilla
Yira Paternostro Odontología,5.0,,Clínica dental,"EDIFICIO QUANTUM TOWERS, Cl. 85 #50-159 Consultorio 906, Riomar, Barranquilla, Atlántico",,https://www.yirapaternostroodontologia.com/,,2025-12-22 16:16:01,Barranquilla
Clinica Franco,5.0,,Clínica dental,"Cl. 58 #62-45, Nte. Centro Historico, Barranquilla, Atlántico",,,,2025-12-22 16:16:04,Barranquilla
"Odontólogo Karem Reales, dentista y estética dental",5.0,,Dentista cosmético,"Cra. 50 #100-23 Casa 5, Riomar, Barranquilla, Atlántico",3214560338,,,2025-12-22 16:16:07,Barranquilla
Dentales Center,,,Clínica dental,"Cra. 44 #74 05 Piso 2 - Local 16, Nte. Centro Historico, Barranquilla, Atlántico",3246044584,,,2025-12-22 16:16:10,Barranquilla
Odontodiag,4.0,,Clínica dental,"Primer Piso, Cra. 52 #82-263, sede norte., Barranquilla, Atlántico",53783582,https://odontodiag.co/,,2025-12-22 16:16:13,Barranquilla
Innova Centro Odontologico,5.0,,Clínica dental,"Carrera 43 # 67-46, Carrera 43 # 36 - 15, Barranquilla, Atlántico",3042024736,,,2025-12-22 16:16:16,Barranquilla
Ortodoncia -odontologia COIB,,,Clínica dental,"Av. 20 de Julio #72-122 Local 5, Nte. Centro Historico, Barranquilla, Atlántico",53691587,,,2025-12-22 16:16:19,Barranquilla
COESP Centro odontológico especializado,5.0,,Clínica dental,"Cl 72 #41B-9, Nte. Centro Historico, Barranquilla, Atlántico",3044671876,https://instagram.com/centro.odontologico.esp,,2025-12-22 16:16:22,Barranquilla
Clínica Dental Colina,,,Clínica dental,"Av. 20 de Julio #69-90, Nte. Centro Historico, Barranquilla, Atlántico",3229673417,https://medicosdoc.com/perfil-medico/943/clinica-dental-colina/odontologo-barranquilla,,2025-12-22 16:16:25,Barranquilla
Odontall,4.0,,Clínica dental,"Cl 72 #39-222 Local 1, Nte. Centro Historico, Barranquilla, Atlántico",3008831933,,,2025-12-22 16:16:28,Barranquilla
ODONTO ESTHETIC,5.0,,Clínica dental,"esquina, Cra. 50 #68b-72, Barranquilla, Atlántico",3166005058,,,2025-12-22 16:16:31,Barranquilla
ProDontos Odontología,5.0,,Clínica dental,"Calle72#41b-47, Nte. Centro Historico, Barranquilla, Atlántico",3167753985,http://0.47.231.163/,,2025-12-22 16:16:35,Barranquilla
DR.Firas Waked Odontologia,5.0,,Clínica dental,"Cr.43#72-122 Consultorio 307, Barranquilla, Atlántico",3006008009,http://www.dentistcol.com/,,2025-12-22 16:16:38,Barranquilla
Smart Clínica Odontológica Especializada,4.0,,Dentista,"Cl 72 #55-25, Nte. Centro Historico, Barranquilla, Atlántico",,,,2025-12-22 16:16:41,Barranquilla
Siado Jimenez Dental Center,4.6,,Clínica dental,"Carrera 44 # 82 - 16 Centro de negocios Caribbean Mall Local 205, Barranquilla, Atlántico",3002332482,http://www.siadojimenezdentalcenter.com/,,2025-12-22 16:16:44,Barranquilla
Centro Implantologico del Caribe,5.0,,Clínica dental,"Cl. 79 #50-71, Nte. Centro Historico, Barranquilla, Atlántico",6053963759,,,2025-12-22 16:16:47,Barranquilla
Dental Group Odontología Láser,5.0,,Clínica dental,"Centro Comercial Le Cervin, Cra. 52 #82 - 307 Local 9, Nte. Centro Historico, Barranquilla, Atlántico",3006967397,,,2025-12-22 16:16:50,Barranquilla
DENTISTICA Dr.JORGE DE LA ROSA SAS,5.0,,Clínica dental,"Cra. 52 #76 167 Local 301, Nte. Centro Historico, Barranquilla, Atlántico",3217264415,http://www.dentisticacolombia.com/,,2025-12-22 16:16:53,Barranquilla
Dr Jorge Estrada - Sonrisa Deseada,5.0,,Dentista,"edificio Smart oficie, Cra. 51B #80-58, Nte. Centro Historico, Barranquilla, Atlántico",3233153009,https://www.drjorgeestrada.com/,,2025-12-22 16:16:56,Barranquilla
Doctor Maya - Diseño de Sonrisa Barranquilla,5.0,,Clínica dental,"Smart Office Center, Cra. 51B #80-58 Oficina 408, Nte. Centro Historico, Barranquilla, Atlántico",3205402997,https://drmaya.com.co/,,2025-12-22 16:16:59,Barranquilla
ORTHODONTIC CARE Ortodoncia y Odontología,5.0,,Clínica dental,"Cl. 82 #No 70-36, Riomar, Barranquilla, Atlántico",3004653438,https://www.facebook.com/OrthodonticCare/,,2025-12-22 16:17:02,Barranquilla
ORTODENTALES DEL CARIBE,,,Clínica dental,"Cra. 42F #75B-124 local 9, Nte. Centro Historico, Barranquilla, Atlántico",6053049196,,,2025-12-22 16:17:05,Barranquilla
Oprem Dental Clinica Odontologica Especializada,5.0,,Dentista,"Cra. 58 #No 70-129, Nte. Centro Historico, Barranquilla, Atlántico",,,,2025-12-22 16:17:08,Barranquilla
DENTAL STUDIO,5.0,,Clínica dental,"Cl. 84 #55-21 Local 3, Riomar, Barranquilla, Atlántico",3246053486,,,2025-12-22 16:17:12,Barranquilla
Grupo Odontológico Solución Oral,2.6,,Clínica dental,"Cl. 79 #49b:1, Nte. Centro Historico, Barranquilla, Atlántico",6053853302,,,2025-12-22 16:17:15,Barranquilla
Consultorio Odontológico,5.0,,Clínica dental,"Cra. 45 #69-169, Nte. Centro Historico, Barranquilla, Atlántico",3114085193,,,2025-12-22 16:17:18,Barranquilla
Stefanell Odontología,5.0,,Clínica dental,"Centro Médico Gemelli, Cl. 80 #47-43 consultorio 8a segundo piso, Nte. Centro Historico, Barranquilla, Atlántico",3017884821,https://odontologiastefanell.com/,,2025-12-22 16:17:21,Barranquilla
Stefanell Odontología,5.0,,Clínica dental,"Centro Médico Gemelli, Cl. 80 #47-43 consultorio 8a segundo piso, Nte. Centro Historico, Barranquilla, Atlántico",3017884821,https://odontologiastefanell.com/,,2025-12-22 16:17:24,Barranquilla
DigitalDentist,5.0,,Clínica dental,"Quantum Tower, Cl. 85 #50-159 Piso 4 Local 412, Riomar, Barranquilla, Atlántico",3155923918,http://www.digitaldentist.com.co/,,2025-12-22 16:17:27,Barranquilla
Consultorio Odontólogico,5.0,,Clínica dental,"Av. Alberto Assa #82-97 local 1, Nte. Centro Historico, Barranquilla, Atlántico",53588170,,,2025-12-22 16:17:30,Barranquilla
ARTE DENTAL CARIBE,3.0,,Clínica dental,"Cra. 45 #75-45, Nte. Centro Historico, Barranquilla, Atlántico",53171597,,,2025-12-22 16:17:33,Barranquilla
Dr Uriel De La Asunción DentalStudio,5.0,,Clínica dental,"Av. 20 de Julio #75-58, Nte. Centro Historico, Barranquilla, Atlántico",3178515280,https://instagram.com/_dentalstudio.col?igshid=YjNmNGQ3MDY=,,2025-12-22 16:17:36,Barranquilla
John Giraldo - Odontologia Integral y Estética -,5.0,,Clínica dental,"Cl. 80 #7023 local 2, Riomar, Barranquilla, Atlántico",3145469422,,,2025-12-22 16:17:39,Barranquilla
FUXION DENTAL BARRANQUILLA,5.0,,Clínica dental,"Cra 42b #76 - 50, Las Mercedes, Barranquilla, Atlántico",3008056562,https://www.instagram.com/odontologa.marthapemo?r=nametag,,2025-12-22 16:17:42,Barranquilla
Consultorio Odontológico,1.0,,Clínica dental,"Cra. 52 #75-143, Nte. Centro Historico, Barranquilla, Atlántico",13560520,,,2025-12-22 16:17:45,Barranquilla
DENTAL SOCIETY BARRANQUILLA,5.0,,Clínica dental,"Cl 72 #41B-09, Nte. Centro Historico, Barranquilla, Atlántico",3013802910,,,2025-12-22 16:17:48,Barranquilla
Dra Maria Angelica Barrios,,,Clínica dental,"centro empresarial world trade center, Cl. 76 #54 - 11 localB11, Nte. Centro Historico, Barranquilla, Atlántico",3045873673,https://www.instagram.com/dramariangelicab/profilecard/?igsh=M3ozZzk4aHc4OW4x,,2025-12-22 16:17:52,Barranquilla
Doctor Neguib,5.0,,Clínica dental,"Cra. 43b #84-115, Nte. Centro Historico, Barranquilla, Atlántico",3243158484,https://doctorneguib.com/descuento,,2025-12-22 16:17:55,Barranquilla
Consultorio Dental Barranquilla,4.0,,Clínica dental,"Cra. 41 #42-07, Nte. Centro Historico, Barranquilla, Atlántico",53417915,,,2025-12-22 16:17:58,Barranquilla
"Odontología barranquilla / doctora María Hernández Odontología Estética, integral y Armonización Orofacial",5.0,,Clínica dental,"Edificio boracay, Cl 72 #39-175 consultorio 321, Nte. Centro Historico, Barranquilla, Atlántico",3185383010,,Abierto ⋅ Cierra a las 8:30 p.m.·Ver más horas,2025-12-22 16:18:01,Barranquilla
Denta Clínica Odontológica,3.0,,Ortodoncista,"Centor Comercial Aranjuez, Cra. 53 #80-284 Local 13, Nte. Centro Historico, Barranquilla, Atlántico",53785267,http://www.denta.com.co/,,2025-12-22 16:18:04,Barranquilla
Noba Dent,5.0,,Clínica dental,"Cl. 82 # 42F-74, Nte. Centro Historico, Barranquilla, Atlántico",,,,2025-12-22 16:18:07,Barranquilla
White Smile Aesthetic Dental Club,5.0,,Clínica dental,"Carrera 46 # 85-15 Local 11 - C.C. Garden Mall, Barranquilla, Atlántico",6053434439,,,2025-12-22 16:18:10,Barranquilla
Manuela odontología,4.4,,Clínica dental,"Cra. 61 #72-118, Nte. Centro Historico, Barranquilla, Atlántico",,,,2025-12-22 16:18:13,Barranquilla
Consultorio Odontologico,1.0,,Clínica dental,"Cra. 59 #64-257, Prado, Barranquilla, Atlántico",53441091,,,2025-12-22 16:18:16,Barranquilla
Unidad Medica Odontologica SANA,4.4,,Clínica dental,"SEDE SILENCIO. por la olimpica, Calle 74 #49C-23 SEDE PRADO, Cra. 26b #74C-16, Barranquilla, Atlántico",53855373,https://instagram.com/odontologiasana?igshid=ijrwtbuxx90z,,2025-12-22 16:18:19,Barranquilla
Dr. Erich Heller M. Centro de Odontología Estetica,5.0,,Clínica dental,"Carrera 51 # 84 - 184 Cons. 220, Barranquilla, Atlántico",6053011222,http://www.coe.com.co/,,2025-12-22 16:18:22,Barranquilla
alianza odontologica,4.5,,Clínica dental,"Cra. 52 #82-263, Nte. Centro Historico, Barranquilla, Atlántico",3173671692,,,2025-12-22 16:18:25,Barranquilla
