name,rating,reviews_count,category,address,phone,website,hours,extracted_at,ciudad_busqueda
Odontotal Especialistas en Estetica Dental,5.0,,Clínica especializada,"Calle 145 # 91-19 local 29 tercer piso Centro Comercial Centro, Suba, Bogotá",3003231160,,,2025-12-22 15:57:02,Bogotá
Odontologia en Bogota l Urgencias odontológicas l Dentista en Bogotá l Clínica Dental l Doctora Gloria Rodriguez,5.0,,Dentista,"Cl. 141 Bis #15 - 29, Bogotá",3003382644,http://www.cuident.com.co/,,2025-12-22 15:57:05,Bogotá
Odontología en Bogotá l asesoría en tratamientos l Ortodoncia en Bogotá l Ortodoncia l limpieza dental l Clinica Dentu,5.0,,Dentista,"TORRE HHC, Cl. 140 #11-45 consultorio 404, Bogotá",3132470360,,,2025-12-22 15:57:08,Bogotá
Salud Bucal Familiar clínica odontológica en Bogotá,5.0,,Clínica dental,"Cl. 90 #19 A 49 oficina 301 Oficina 503, Bogotá",3138707940,http://www.saludbucalfamiliar.com/,,2025-12-22 15:57:11,Bogotá
Unidad Odontológica Dent Express,5.0,,Clínica dental,"Calle 86 #95f -72 Int 101 Piso 2, Bogotá, Cundinamarca",3142910956,,,2025-12-22 15:57:15,Bogotá
Integra Salud Oral,4.9,,Clínica dental,"Ac 127 #13 - 96 OF 701, UNICENTRO, Bogotá",3157903691,http://www.integrasaludoral.com/,,2025-12-22 15:57:18,Bogotá
Clínica Odontológica Dr. ALFONSO BUITRAGO S.,5.0,,Clínica dental,"Consultorio de Especialistas en Odontologia, calle 125 ·#20-70, Of. 308, Bogotá, Cundinamarca",3202900096,http://www.dralfonsobuitrago.com/,,2025-12-22 15:57:21,Bogotá
Dentisalud Ciudadela Colsubsidio,4.8,,Clínica dental,"Cra. 111c #71A-86, Bogotá",6017429528,http://www.dentisalud.com.co/,,2025-12-22 15:57:24,Bogotá
Odontología Imagen perfecta,5.0,,Clínica dental,"Cra. 100a #141-10 local 7, Suba, Bogotá, Cundinamarca",3132629054,,,2025-12-22 15:57:27,Bogotá
Millenium,2.0,,Dentista,"Cra. 91 #139-34, Bogotá",15188430,,,2025-12-22 15:57:30,Bogotá
CONSULTORIO ODONTOLOGICO,5.0,,Clínica dental,"46, Cra. 59 #130, Suba, Bogotá",12710612,https://grupolaverde.wixsite.com/my-site,,2025-12-22 15:57:33,Bogotá
Clínicas Odontológicas,1.5,,Clínica dental,"Cra. 92 #145A-07, Bogotá",,,,2025-12-22 15:57:36,Bogotá
Odontología Prado Veraniego,4.9,,Clínica dental,"Cl. 130 #49a-06, Bogotá",3227122575,http://www.odontologiapradoveraniego.com/,,2025-12-22 15:57:39,Bogotá
CENTRO MEDICO ODONTOLOGICO LA FLORESTA,4.8,,Clínica dental,"Ac 100 #68A-91, Bogotá",3132963295,,,2025-12-22 15:57:42,Bogotá
Consultorio Odontológico GC,5.0,,Clínica dental,"Cra. 95g #88-14 Int. 112, Bogotá",14411762,,,2025-12-22 15:57:45,Bogotá
CERO Centro De Estética Y Rehabilitación Oral,4.4,,Clínica dental,"Cra. 114 #139-04, Bogotá",3106998488,,,2025-12-22 15:57:48,Bogotá
Odontologo de Urgencias,4.3,,Clínica dental,"Cl. 150 #21a - 14, Usaquén, Bogotá, Cundinamarca",3166255671,http://www.urgenciasodontologicas.com/,,2025-12-22 15:57:51,Bogotá
Clinica Odontologica ILARCO DENTAL ESPECIALISTAS,5.0,,Clínica dental,"AV SUBA # 115-58 TORRE:B - OFICINA:207 TORRE:B OFICINA:207, Bogotá",3228568930,,,2025-12-22 15:57:54,Bogotá
Red Oral,4.6,,Clínica dental,"Cra. 58 #137B-38, Bogotá",3102064747,http://clinicasredoral.com/,,2025-12-22 15:57:58,Bogotá
DENTALIA ODONTOLOGIA Integral Y Especializada,4.6,,Clínica dental,"Cra. 112g #86a-05, Bogotá",3118490623,,,2025-12-22 15:58:01,Bogotá
Clínica Odontológica M & M,5.0,,Dentista,"Cra. 126a # 138-29, Suba, Bogotá, Cundinamarca",3165861710,,,2025-12-22 15:58:04,Bogotá
MARLON BECERRA,4.8,,Clínica dental,"Cra. 58 No 128 A - 71, Bogotá, Cundinamarca",6012535853,http://www.marlonbecerra.co/,,2025-12-22 15:58:07,Bogotá
COGA ODONTOLOGIA ESTETICA,3.9,,Clínica dental,"Tv. 73a #82d 31, Engativá, Bogotá, Cundinamarca",3165542976,https://odontologiacoga.com/,,2025-12-22 15:58:10,Bogotá
Immagin OdontologÍa,4.9,,Ortodoncista,"Cl. 150a #102b2 102b17, Suba, Bogotá, Cundinamarca",3003365745,http://www.immaginodontologia.com/,,2025-12-22 15:58:13,Bogotá
Opalus odontología,5.0,,Clínica dental,"Carrera 92 #147 - 39 Local 9 Bogotá, Bogotá, Cundinamarca",3180990009,,,2025-12-22 15:58:16,Bogotá
Clínica Odontológica Orthodent Plus Sede Aures II,5.0,,Dentista,Bogotá,,,,2025-12-22 15:58:19,Bogotá
Odontología Moderna,4.9,,Clínica dental,"Santafe pijao, Cl. 182 #45_11 Local 1, Suba, Bogotá, Cundinamarca",3212326151,https://www.instagram.com/moderna_odontologia?igsh=MmF4MWg4ZG9majIw,Abierto ⋅ Cierra a las 6 p.m.·Ver más horas,2025-12-22 15:58:22,Bogotá
DentiSalud Suba Plaza imperial -Clínica Odontológica,4.2,,Clínica dental,"Cl. 141 #88, Bogotá",6017562226,http://www.dentisalud.com.co/,,2025-12-22 15:58:25,Bogotá
Clínica Odontológica Protección Oral - Sede Santa Bárbara,3.3,,Mecánico protésico dental,"Cra 19 #125-26, Bogotá",3164466382,https://proteccionoral.com/,,2025-12-22 15:58:28,Bogotá
Oral Advance Odontología,5.0,,Clínica dental,"Tv. 93a #80 B 42, Bogotá",3177184683,https://cekandela.wixsite.com/oraladvance,Abierto ⋅ Cierra a las 5 p.m.·Ver más horas,2025-12-22 15:58:31,Bogotá
A.S. Clinica Odontológica,5.0,,Clínica dental,"Cra. 55b #162b -52, Bogotá",3160437866,https://instagram.com/clinicadrandres.sandoval?igshid=MzRlODBiNWFlZA==,,2025-12-22 15:58:34,Bogotá
Milsonrisas Clínica Odontológica,,,Clínica dental,"Cra. 91 #146b-34, Bogotá",17740380,,,2025-12-22 15:58:37,Bogotá
D&C Odontología,5.0,,Clínica dental,"Cl. 86 #95 - 23 Local 12, Bogotá",3144228936,,,2025-12-22 15:58:40,Bogotá
Dra Camila Romero - Ortodoncista,4.9,,Clínica dental,"Cl. 106 #56-33 Consultorio 503, Bogotá",3002511307,https://dracamilaromero.com/,,2025-12-22 15:58:44,Bogotá
Clínica Dental Millenium Calle 80,1.5,,Clínica dental,"Cl. 79 #89a-40, Bogotá",15188430,,,2025-12-22 15:58:47,Bogotá
Consultorio Odontológico Dr. Ricardo Urrego (Urgencias 24 Horas),4.9,,Servicio de urgencias dentales,"Ac 100 #63-21, Bogotá",3197365817,https://sites.google.com/view/urgencias-odontologicas-urrego,,2025-12-22 15:58:50,Bogotá
OralCity,5.0,,Clínica dental,"Cl 72 #77a-11 *Piso 2, Bogotá",3219993282,http://oralcity.com.co/%20oralcity.co,,2025-12-22 15:58:53,Bogotá
GOI - Grupo Odontológico Integral,4.1,,Clínica dental,"Cra. 54 #152a-85, Bogotá",6019172215,https://goi.com.co/,,2025-12-22 15:58:56,Bogotá
Consultorio Odontologico Liliana Rodríguez,5.0,,Clínica dental,"Cra. 90 #145-51 local 1, Bogotá",3203967819,,,2025-12-22 15:58:59,Bogotá
Diseño de sonrisa / Dental Experience / Blanqueamiento dental/ implantes Dentales,4.9,,Clínica dental,"TORRE ZENTAI, Cra. 23 #124 - 87 torre 2 consultorio 302 EDIFICIO, Usaquén, Bogotá, Cundinamarca",3015351637,http://www.dentalexperience.com.co/,,2025-12-22 15:59:02,Bogotá
Clínica Odontologica L & E,,,Clínica dental,"Cra. 126f #138C-56, Bogotá",16888500,,,2025-12-22 15:59:05,Bogotá
ISADENT ODONTOLOGIA ESPECIALIZADA,5.0,,Clínica dental,"cra 129#139-77, Cra. 111 A #142a-60, Bogotá, Cundinamarca",3182589906,,,2025-12-22 15:59:08,Bogotá
CLINICAS ODONTOLOGICAS MALOKA SUBA,,,Clínica dental,"Cl. 139 #111A-41, Suba, Bogotá",15356727,,,2025-12-22 15:59:11,Bogotá
Consultorio Odontológico Odonto'Class,5.0,,Clínica dental,"Cra. 126a, Suba, Bogotá",3006680291,,,2025-12-22 15:59:14,Bogotá
Dentaria Odontologia,4.8,,Clínica dental,"Edificio Soko 147, Cl 147 #17 - 78, Usaquén, Bogotá, Cundinamarca",3045730610,http://dentaria.co/,,2025-12-22 15:59:17,Bogotá
Agape Clinica Odontologica,5.0,,Clínica dental,"Cra. 55b #162b-52, Bogotá",3160437866,https://agapeclinica.com/,,2025-12-22 15:59:20,Bogotá
Odontología Dentsan Dra. Patricia Blanco,5.0,,Servicio de urgencias dentales,"Cl. 153 #17-60, Bogotá",3053093707,,,2025-12-22 15:59:23,Bogotá
CLINICA ODONTOLOGICA - ORAL LINE By Luis Fernando Londoño,4.9,,Clínica dental,"Autopista Norte # 118 86 consultorios 603,604 y 605 Barrio, Santa Bárbara, Bogotá",3112376789,https://www.gurugo.co/empresas/clinica-odontologica---oral-line-by-luis-fernando-londono/usaquen-CO629755?ad=CO26308,,2025-12-22 15:59:27,Bogotá
Clínicas White,4.8,,Clínica dental,"Cl. 99 #14-76, Bogotá",6017942323,https://www.clinicaswhite.com/,,2025-12-22 15:59:30,Bogotá
Clínica Odontológica Oral Centry El Poa 1,1.4,,Dentista,"Cra. 104, Bogotá",,,,2025-12-22 15:59:33,Bogotá
Consultorio Odontológico SonriArte M&Y,5.0,,Dentista,"Cl. 137a #126c 09, Bogotá",3007687555,,Abierto ⋅ Cierra a las 5 p.m.·Ver más horas,2025-12-22 15:59:36,Bogotá
Clínica Dental Biotecnología,,,Clínica dental,"Cra. 108 #137B - 12, Bogotá",15351480,,,2025-12-22 15:59:39,Bogotá
Estilo oral Odontología integral,5.0,,Clínica dental,"38, Tv. 94 #80-B, Engativá, Bogotá",,,,2025-12-22 15:59:42,Bogotá
Dentoclinic Centro de ortodoncia y especialidades odontologicas,4.9,,Clínica dental,"Cl. 140 #11-45, Bogotá",3005606527,https://dentoclinic.co/,,2025-12-22 15:59:45,Bogotá
"14-85 Dental Spa | Sede Unicentro - Implantes dentales, Ortodoncia - Invisalign, Diseño de sonrisa",4.9,,Clínica dental,"Cl. 119 #14-42 local 2 piso 1, Bogotá",6013557146,https://1485dentalspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,,2025-12-22 15:59:48,Bogotá
DEL PILAR,5.0,,Clínica dental,"Cl 167 #55d-09, Bogotá",4699832,,,2025-12-22 15:59:51,Bogotá
Bocca Clínica Dental,4.0,,Dentista,"Cra. 108, Bogotá",,,,2025-12-22 15:59:54,Bogotá
PREVEDONTO odontología Prevención y Salud Oral Integral,4.9,,Clínica dental,"Edificio 106 Square, Cl. 106 #57-23 Oficina 609, Bogotá",3212088553,http://www.prevedonto.com/,,2025-12-22 15:59:57,Bogotá
Clinica Dental,4.0,,Clínica dental,Bogotá,,,,2025-12-22 16:00:00,Bogotá
"Clínica odontológica Bogotá, Calderón Moreno Armonía Orofacial",5.0,,Clínica dental,"Auto. Norte #106-71, Suba, Bogotá, Cundinamarca",3104832544,https://aiyellow.com/clinicaodontologicacalderonmoreno,,2025-12-22 16:00:03,Bogotá
Artek odontología Láser - Colina,4.9,,Dentista,"Cra. 58 #132a-10, Bogotá",17165208,http://www.odontologialaser.co/,,2025-12-22 16:00:06,Bogotá
ODONTO FAMILY - Sede Suba Portal,2.2,,Clínica dental,"Cl. 141c #103F-78, Suba, Bogotá, Cundinamarca",16828801,http://www.clinicasodontofamily.com/,,2025-12-22 16:00:10,Bogotá
Denticare Odontología Actual,5.0,,Clínica dental,"Cra. 103b #151 C, Suba, 19Bogotá, Bogotá, Cundinamarca",3124684760,https://api.whatsapp.com/send?phone=573124684760&text=Hola%2C%20quiero%20una%20valoracion.,,2025-12-22 16:00:13,Bogotá
Dentisa,4.5,,Clínica dental,"Ac 116 #70c-94, Bogotá",3166257556,http://www.dentisa.com.co/,,2025-12-22 16:00:16,Bogotá
Clínica Odontosanitas Suba,4.2,,Dentista,"Centro comercial Suba91, Cra. 91 #139 - 34 Tercer piso, Suba, Bogotá, Cundinamarca",6017436767,https://www.colsanitas.com/,,2025-12-22 16:00:19,Bogotá
FULL DENTAL127,,,Clínica dental,"Avenida 58 #127-59, Bogotá",3102676303,,,2025-12-22 16:00:22,Bogotá
Consultorio odontológico,,,Clínica dental,"Cra. 99a #135-75, Bogotá",,,,2025-12-22 16:00:25,Bogotá
Clinica Odontologica Conexión,1.0,,Clínica dental,"Cra. 111 #143A 16, Suba, Bogotá",,,,2025-12-22 16:00:28,Bogotá
Estética & Salud Oral - Urgencias Odontológicas,5.0,,Clínica dental,"Cra. 112b # 79 B 14 Casa 56, Bogotá",3213672419,,,2025-12-22 16:00:31,Bogotá
SONRISA PERFECTA BY DRA MARCELA MEDINA.,4.3,,Clínica dental,"Cl. 129 #58-64, Bogotá",3108638153,,Abierto las 24 horas·Ver más horas,2025-12-22 16:00:34,Bogotá
Páez odontólogos,5.0,,Clínica dental,"Dg. 81f #74C-20, Bogotá",3008410807,,,2025-12-22 16:00:37,Bogotá
Prosalud,2.3,,Clínica dental,"Av Suba #127D-71, Bogotá",16917272,,,2025-12-22 16:00:40,Bogotá
Urgencias Odontológicas - Clínica Estética Dental 24 Horas,4.5,,Clínica dental,"Cl. 93 #19B - 66 consultorio 203, Bogotá",3112298206,https://www.ced24horas.com/,,2025-12-22 16:00:43,Bogotá
Clínica doctora Derly Cano,4.8,,Clínica dental,"Ak 9 #164a-36, Usaquén, Bogotá, Cundinamarca",3114906299,https://www.instagram.com/dra.derlycano,,2025-12-22 16:00:46,Bogotá
La Clínica Dental Country,4.9,,Clínica dental,"Cra. 18 #82-39, Chapinero, Bogotá, Cundinamarca",6019167998,https://laclinicacountry.com/,,2025-12-22 16:00:49,Bogotá
Clínica Odontológica Maxi Oral,5.0,,Dentista,"Cl. 80c #946, Bogotá",,,,2025-12-22 16:00:53,Bogotá
Doctora Veronica Diseño de Sonrisa en Bogotá Carillas de Porcelana Implantes Dentales Ortodoncia Invisalign,5.0,,Clínica dental,"Calle 140 #11-45 oficina 713 Edificio HHC, Bogotá, Cundinamarca",3208863290,https://odverorodriguez.com/,,2025-12-22 16:00:56,Bogotá
Dra.Rossana Maldonado/Dental Coach,4.9,,Clínica dental,"Ak 15 # 104-30 Consultorio 408, Bogotá",3332447421,http://www.dentalcoach.co/,,2025-12-22 16:00:59,Bogotá
Sonría,2.8,,Clínica dental,"Cra. 92 #147-68, Suba, Bogotá, Cundinamarca",6016819121,https://sonria.com.co/red-clinicas-sonria/,,2025-12-22 16:01:02,Bogotá
Mi Salud,,,Dentista,"Calle 70 No. 73C 26 B, Cl. 29 Sur, Bogotá, Cundinamarca",3128251850,,,2025-12-22 16:01:05,Bogotá
BLANCO CLÍNICA ODONTOLÓGICA,4.7,,Dentista,"Cl. 70 #77A-07, Engativá, Bogotá",3157877993,,,2025-12-22 16:01:08,Bogotá
CityDent - Suba,1.4,,Clínica dental,"Cl. 142 #103F-79, Suba, Bogotá, Cundinamarca",14931000,http://www.citydent.com.co/,,2025-12-22 16:01:11,Bogotá
El Bosque,4.9,,Clínica dental,"Cra. 69 #63A-78, Engativá, Bogotá",3103345353,,,2025-12-22 16:01:14,Bogotá
Arte Oral,4.9,,Clínica dental,"Cl. 110 #9-25 Oficina 612, Usaquén, Bogotá, Cundinamarca",3125862916,https://www.arteoral.com/,,2025-12-22 16:01:17,Bogotá
Jasban Odontología,4.3,,Clínica dental,"Ac 127 #71b - 94, Bogotá",6019156615,http://www.jasban.com/,,2025-12-22 16:01:20,Bogotá
La Clínica Dental (Calle 153),,,Clínica dental,"Cl. 153 #17-60, Bogotá",6019167998,https://laclinicadental.com.co/sucursal-la-clinica-dental-calle-153/,,2025-12-22 16:01:23,Bogotá
