name,rating,reviews_count,category,address,phone,website,hours,extracted_at,ciudad_busqueda
DRA. CHALAPUD odontología funcional,5.0,,Clínica dental,"unicentro Oasis 720A, Cra. 100, Las Vegas, Cali, Valle del Cauca",3183865729,,,2025-12-22 16:04:38,Cali
DoctorOral Tequendama,5.0,,Clínica dental,"Cl. 5a #41-46 LOCAL 103, Cali, Valle del Cauca",3023001233,https://doctororalcali.com/,Abierto ⋅ Cierra a las 6:30 p.m.·Ver más horas,2025-12-22 16:04:41,Cali
Clínica Odontológica Marcela García,4.9,,Clínica dental,"Av. 3 Nte. #49N - 63, Vipasa, Cali, Valle del Cauca",3192278879,http://www.esteticaodontofacial.com/,,2025-12-22 16:04:44,Cali
Odontología Ciudad Jardín,5.0,,Clínica dental,"Edificio Parque 103, Calle 15 A #103-20 Consultorio 201, Ciudad Jardín, Cali, Valle del Cauca",3157197886,https://odontologiaciudadjardin.com/,,2025-12-22 16:04:47,Cali
ODONTOLOGÍA | CLÍNICA SONRISA A TU ALCANCE | CALI,4.9,,Clínica dental,"Cl. 27 #30-05, El Recuerdo, Cali, Valle del Cauca",3163482136,,,2025-12-22 16:04:50,Cali
DRA. SANDRA GARCÍA - REJUVENECIMIENTO DENTAL ®️ - Rehabilitación Biomimética - Diseño de Sonrisa - Implantología,5.0,,Dentista cosmético,"Edificio Vida, Calle 5D # 38 A 35, Torre 2, Piso 5, Consultorio 509, Cali, Valle del Cauca",3175861535,https://drasandragarcia.com/,,2025-12-22 16:04:53,Cali
Dra. Angela Maria Arcila.Centro Odontologico del Norte,4.5,,Clínica dental,"Cra. 1c #54-28, Comuna 5, Cali, Valle del Cauca",3155209831,,,2025-12-22 16:04:56,Cali
Occi-dental Clínica Odontológica sur,3.8,,Clínica dental,"Unicentro Torre Oasis, Cra. 100 #5-169 Local 314, Las Vegas, Cali, Valle del Cauca",6023690708,,,2025-12-22 16:04:59,Cali
Clinica Odontologica UNICOC,4.2,,Clínica dental,"Av. 2 Nte. #101 a 135, Granada, Cali, Valle del Cauca",23125248,http://www.unicoc.edu.co/red-de-clinicas-odontologicas.aspx?contid=0&articulohref=red-de-clinicas,,2025-12-22 16:05:02,Cali
¡Consultorio Odontológico la octava!,4.8,,Clínica dental,"Cl 8 #10-105, COMUNA 3, Cali, Valle del Cauca",3173353744,https://wa.me/message/5REZZHB5MW6QE1,,2025-12-22 16:05:05,Cali
Odontología Laser,4.9,,Clínica dental,"Av. 6a Nte. #24-45, Santa Monica Residential, Cali, Valle del Cauca",,http://www.odontologialaser.co/,Abierto ⋅ Cierra a las 6 p.m.·Ver más horas,2025-12-22 16:05:09,Cali
Odontocedro - Dr. Eduardo Ramos,5.0,,Clínica dental,"Calle 4 # 25-47 Oficina 303, Edificio El Triángulo - Barrio San Fernando, Cali, Valle del Cauca",3155720723,http://www.odontocedro.com/,,2025-12-22 16:05:12,Cali
Odont. Jaime Gallego,4.9,,Clínica dental,"Cra. 42 #5C- 67, Cali, Valle del Cauca",3206206342,http://drjaimegallego.com/,,2025-12-22 16:05:15,Cali
Destination Dental by Dr. Juan Fernando Uribe,5.0,,Clínica dental,"Cl 3 A # 35a 56, El Sindicato, Cali, Valle del Cauca",3113372245,https://godestinationdental.com/,,2025-12-22 16:05:18,Cali
Consultorio odontológico HL,5.0,,Clínica dental,"Av. 5 Oe. #19a24, Terron Colorado, Cali, Valle del Cauca",3154878038,,,2025-12-22 16:05:21,Cali
Clínica Odontológica Dr Jhon Diaz E.,5.0,,Clínica dental,"Cra. 20, Comuna 8, Cali, Valle del Cauca",23939298,,,2025-12-22 16:05:24,Cali
Clinica De Ortodoncia - Juan Fernando Aristizabal,5.0,,Ortodoncista,"760031, Cra. 100 #11-60, Cali, Valle del Cauca",3155471464,http://www.juanfernandoaristizabal.com/,,2025-12-22 16:05:27,Cali
Clínica Santa Luciana - Ronquistop,4.6,,Clínica dental,"Cl. 7 #28-32, 3 de Julio, Cali, Valle del Cauca",3216427663,http://clinicasantaluciana.com.co/,,2025-12-22 16:05:30,Cali
Clinica odontologica Glahden,4.9,,Clínica dental,"Cl. 9 #40-19, Los Cambulos, Cali, Valle del Cauca",3103903619,http://www.glahden.com/,,2025-12-22 16:05:33,Cali
CLÍNICA SOCIAL DE ORTODONCIA,4.4,,Clínica dental,"Cra. 5 Nte. #67N-29, COMUNA 4, Cali, Valle del Cauca",24470547,https://www.clinicasocialdeortodoncia.com/,,2025-12-22 16:05:36,Cali
Clinica Odontologica - Dra. Sindy Arce (Dental Clinic),4.9,,Clínica dental,"Av. 4 Nte. #8N-67 Oficina 101, Granada, Cali, Valle del Cauca",3163431218,http://www.drasindyarce.com/,,2025-12-22 16:05:39,Cali
"Dr. Jhoan Felipe León Correa, Odontólogo",5.0,,Dentista,"Cl. 5c #39-38, Cali, Valle del Cauca",,https://www.doctoralia.co/jhoan-felipe-leon-correa/odontologo/cali?utm_source=google&utm_medium=gmb&utm_campaign=19057&utm_content=website,,2025-12-22 16:05:42,Cali
SOMA Odontología | Diseño de sonrisa en Cali,5.0,,Clínica dental,"Cra. 42a #5a-39, Cali, Valle del Cauca",3167514656,https://odontologiasoma.com/,,2025-12-22 16:05:45,Cali
Dentysano | Diseño de Sonrisa y Odontología en Cali,5.0,,Clínica dental,"Cra. 45 #5C-14 CONSULTORIO 3, Cali, Valle del Cauca",3184707862,https://linktr.ee/dentysano,,2025-12-22 16:05:49,Cali
CENTRO ODONTOLOGICO BURBANO,5.0,,Clínica dental,"Cl. 12 #44 a 22, panamericano, Cali, Valle del Cauca",6023374390,,,2025-12-22 16:05:52,Cali
OdontoVida,3.0,,Clínica dental,"Cl. 5d #38a-35, San Fernando, Cali, Valle del Cauca",3177784686,https://odontovidacali.com/,,2025-12-22 16:05:55,Cali
Clínica Denta SAS,4.8,,Clínica dental,"Cra. 39 #5A - 51, Santa Isabel, Cali, Valle del Cauca",3176418508,http://www.clinicadenta.com/,,2025-12-22 16:05:58,Cali
Centro Odontologico María Auxiliadora,4.3,,Clínica dental,"Cra. 25 #2A-12, Miraflores, Cali, Valle del Cauca",25541414,,,2025-12-22 16:06:01,Cali
"Christian Urrego Odontología | Odontólogo en Cali y Jamundí | Limpieza Dental, Coronas y Blanqueamiento",4.9,,Clínica dental,"Centro Empresarial, Cra 39 con Calle 6, Cali, Valle del Cauca",3216113511,https://www.christrianurrego.com/,,2025-12-22 16:06:04,Cali
Occi-Dental Clínica Odontológica Sede Norte,3.6,,Clínica dental,"Cl. 62 Nte. #1-80, COMUNA 4, Cali, Valle del Cauca",6023690708,,,2025-12-22 16:06:07,Cali
Clinica de Implantes y estética dental en Cali | Leonardo Peña,5.0,,Periodoncista de implantes dentales,"Av. Roosevelt #39-25 Consultorio 506, Los Cambulos, Cali, Valle del Cauca",3177452853,https://leonardopena.com/,,2025-12-22 16:06:10,Cali
Cliod | Diseño de Sonrisa | Blanqueamiento Dental | Veneers | Dental Implants,5.0,,Clínica dental,"Edificio Plaza, Cl. 5 #38-25, San Fernando, Cali, Valle del Cauca",3117052473,https://cliod.online/,,2025-12-22 16:06:13,Cali
SONRISA CENTRO ODONTOLOGICO,,,Clínica dental,"Cl. 36 #15-30, Comuna 8, Cali, Valle del Cauca",3148702346,,,2025-12-22 16:06:16,Cali
SALUD DENTAL,5.0,,Clínica dental,"Agua Blanca, Cali, Valle del Cauca",3137326906,,,2025-12-22 16:06:19,Cali
OdontoPrevenir,4.6,,Clínica dental,"Cl. 52 #11D-46, Comuna 8, Cali, Valle del Cauca",3188029391,http://www.odontoprevenir.com/,,2025-12-22 16:06:22,Cali
Consultorio Odontológico Dra. Sthefany Ramírez Ramírez,5.0,,Clínica dental,"Av. Estación, calle 23 Norte# #5CN 54, Cali, Valle del Cauca",3818948,,,2025-12-22 16:06:25,Cali
"Dra Magda Diaz, Periodoncista, Implantes Dentales, Cali, Mal aliento, Halitosis",5.0,,Periodoncista,"Carrera 38A#5A-100 Oficina 412 Centro Medico Imbanaco, Cali, Valle del Cauca",3114244429,https://www.imbanaco.com/es_CO/especialistas/magda-cecilia-diaz-rojas,,2025-12-22 16:06:29,Cali
Dra Sharon Ortiz | Diseño de sonrisa Cali,5.0,,Periodoncista de implantes dentales,"Cra. 36 #5b - 60 consultorio 409, San Fernando, Cali, Valle del Cauca",3186965559,https://www.smiledesingcalibysharonortiz.com/,,2025-12-22 16:06:32,Cali
Dentix Ciudad Jardín Cali,3.2,,Dentista,"Cra. 100 #16-24, Cañasgordas, Cali, Cauca",6013902547,https://clinicasdentix.com/,,2025-12-22 16:06:35,Cali
Clínicas Élite Dental,4.6,,Clínica dental,"Av. 3 Nte. #44n - 63, Vipasa, Cali, Valle del Cauca",3007365967,https://clinicaelitedental.com.co/,Abierto ⋅ Cierra a las 6 p.m.·Ver más horas,2025-12-22 16:06:38,Cali
Clinica Odontológica Dentilaser,3.9,,Clínica dental,"Cra. 44 #5C-72, Cali, Valle del Cauca",3148945269,https://clinicadentilaser.com/,,2025-12-22 16:06:41,Cali
Clinica Dental Sonría CALI SUR,2.6,,Clínica dental,"Cra. 42 #5-18, Cali, Valle del Cauca",6024851621,https://sonria.com.co/red-clinicas-sonria/,,2025-12-22 16:06:44,Cali
Consultorio Odontologico CRESOFDEN,5.0,,Clínica dental,"Cl. 40 #41 e 37 local 4, Union de Vivienda Popular, Cali, Valle del Cauca",3234306583,,,2025-12-22 16:06:47,Cali
Dr. Sebastian Panesso Dental Studio - Diseño de sonrisa Cali,5.0,,Clínica dental,"Cra. 35 #4A - 60, El Sindicato, Cali, Valle del Cauca",3156886999,,,2025-12-22 16:06:50,Cali
Tu Sonrisa Clínicas Odontológicas Cali,3.0,,Clínica dental,"Cra. 46 # 43-69, Republica De Israel, Cali, Valle del Cauca",23389221,https://www.facebook.com/tusonrisaclinicas/,,2025-12-22 16:06:53,Cali
Odontólogos del Valle,5.0,,Clínica dental,"Cra. 26 #2-19, Miraflores, Cali, Valle del Cauca",3188767622,https://instagram.com/odontologos_del_valle?igshid=MzMyNGUyNmU2YQ==,,2025-12-22 16:06:56,Cali
Clínica Odontológica Odontosanitas,3.4,,Clínica dental,"Av. 4 Nte. #6 Norte-14 a 6 Norte-200, Granada, Cali, Valle del Cauca",3165348052,,,2025-12-22 16:06:59,Cali
Odontologia Cali - Dr. Jawing Garcia,4.8,,Clínica dental,"Centro Comercial Carrera., Cl. 52 Nte. #1b-160 Local 122, La Alianza, Cali, Valle del Cauca",3104544545,https://www.instagram.com/dr.jawinggarcia?igsh=MTQ2dnpiNzR3MnZuZw==,,2025-12-22 16:07:02,Cali
Coldental clinica odontologica,,,Médico,"Cl. 51 #12-03, Comuna 8, Cali, Valle del Cauca",3004935832,https://www.facebook.com/coldental.coldental,,2025-12-22 16:07:05,Cali
Dental center Cali By. Jeniffer Paniagua,4.8,,Clínica dental,"EDIFICIO CENTRO PROFESIONAL SEXTA AVENIDA, Cl. 23 Nte. #6AN-17, Santa Monica Residential, Cali, Valle del Cauca",3102907074,,,2025-12-22 16:07:08,Cali
Clínica odontologica,3.0,,Dentista infantil,"Cra. 98 # 42 - 77, Comuna 17, Cali, Valle del Cauca",3145759958,,,2025-12-22 16:07:12,Cali
Consultorio odontológico Calident,5.0,,Clínica dental,"Av. 2 Nte., El Piloto, Cali, Valle del Cauca",3155781058,,,2025-12-22 16:07:15,Cali
"Dr. Freddy Hurtado Arias, Odontólogo",5.0,,Dentista,"Cra. 25 #2A - 12, Miraflores, Cali, Valle del Cauca",,https://www.doctoralia.co/freddy-hurtado-arias/odontologo/cali?utm_source=google&utm_medium=gmb&utm_campaign=17089&utm_content=website,,2025-12-22 16:07:18,Cali
Dr. Miguel Ángel Muñoz - Salud y Estética Dental,5.0,,Clínica dental,"consultorio 1107 Pacific Mall, Cl. 36 Nte. #6A – 65 Piso 11, Santa Monica Residential, Cali, Valle del Cauca",3207666965,https://drmiguelangelm.com/,,2025-12-22 16:07:21,Cali
Dra Natalia Ávila / Odontologia Estética,5.0,,Clínica dental,"Av. 6a Nte. #35N 100 Consultorio 610, Santa Monica Residential, Cali, Valle del Cauca",3127918682,https://dranataliaavila.com/,,2025-12-22 16:07:24,Cali
Dr. Juan Tobar Odontología - Diseño de sonrisa e implantes dentales,5.0,,Clínica dental,"Edificio consumedico, Cl. 5 #38-14 Consultorio 503, Nueva Granada, Cali, Valle del Cauca",3156040712,https://www.odontologiaestetica.co/,,2025-12-22 16:07:27,Cali
Dientes Por siempre - Fundación Odontológica,4.9,,Clínica dental,"Cl. 15 #32A-15, Cristobal Colon, Cali, Valle del Cauca",3182660572,https://www.facebook.com/dientesporsiemprefundacion?mibextid=ZbWKwL,,2025-12-22 16:07:30,Cali
CLINICA ODONTOLOGICA DENTAL WHITE,5.0,,Clínica dental,"Dg. 23 #Diagonal 23, Cali, Valle del Cauca",6023866240,,,2025-12-22 16:07:33,Cali
Odontología Estética Integral Cali - Katty Escobar A.,4.9,,Clínica dental,"Cl. 52, Comuna 5, Cali, Valle del Cauca",3117961873,https://clinicadentalcali.com/,,2025-12-22 16:07:36,Cali
Doctora Sara Zapata - Estética Dental - Porcelain Veneers - Diseños De Sonrisa - Odontología,5.0,,Clínica dental,"AV 6A BIS, Chipichape #35 N-100 of 402, Cali, Valle del Cauca",3022645042,https://doctorasarazapata.com/,,2025-12-22 16:07:39,Cali
Centro Odontológico República de Israel,4.0,,Clínica dental,"Cra. 42b #40-44, Republica De Israel, Cali, Valle del Cauca",,,,2025-12-22 16:07:42,Cali
CENTRO ODONTOLÓGICO ESPECIALIZADO,4.0,,Clínica dental,"Esquina Calle 28N, Avenida 2BIS, San Vicente, Cali, Valle del Cauca",26672135,,,2025-12-22 16:07:45,Cali
Clínica Denta Sas,5.0,,Periodoncista,"Cra. 84A #17 -57, Comuna 17, Cali, Valle del Cauca",3027763094,http://www.clinicadenta.com/,,2025-12-22 16:07:48,Cali
DR. FRAN ALTAMIRANDA / Consultorio Odontológico,4.8,,Clínica dental,"#4BN-23, Cl. 47 Nte., Cali, Valle del Cauca",3128410729,http://docfranaltamiranda.com/,,2025-12-22 16:07:52,Cali
Centro Odontológico Integral DAVID BARANDICA CALI,5.0,,Clínica dental,"Cl. 36 Nte. #6A-65, Santa Monica Residential, Cali, Valle del Cauca",3168663433,https://davidbarandica.com.co/,,2025-12-22 16:07:55,Cali
Sonreír Consultorio odontológico Cali - Diseños de sonrisa,,,Clínica dental,"Cra. 25c #72d-07, Lleras Restrepo, Cali, Valle del Cauca",3188444490,,,2025-12-22 16:07:58,Cali
Odontoimagen del Valle,4.7,,Clínica dental,"Cra. 42 #5-35, Cali, Valle del Cauca",25241014,,,2025-12-22 16:08:01,Cali
Luminous Dental Aesthetics,5.0,,Clínica dental,"Centro Empresarial Chipichape, Av. 6a Bis Nte #35n - 100 Ofic. 414 - 415, San Vicente, Cali, Valle del Cauca",3235249068,http://luminousdental.com.co/,,2025-12-22 16:08:04,Cali
ODONTOPEGA S.A.S.,4.7,,Clínica dental,"Av. 4 Nte. #23N-69, San Vicente, Cali, Valle del Cauca",6026615594,,,2025-12-22 16:08:07,Cali
Specialdent Cali,4.7,,Clínica dental,"Cl. 9 # 56 - 132, Pampa Linda, Cali, Valle del Cauca",3218675395,http://specialdentcali.com/,,2025-12-22 16:08:10,Cali
AVANZA - Clinica de Sonrisas,4.9,,Clínica dental,"Calle 8a ##44A, Cali, Valle del Cauca",6023069433,http://www.avanzacds.com/,,2025-12-22 16:08:13,Cali
Nueva Sonrisa,4.2,,Clínica dental,"esq. Calle 5A, Cra. 42, Cali, Valle del Cauca",6025517408,https://clinicanuevasonrisa.com/,,2025-12-22 16:08:16,Cali
Dr. JUAN CARLOS MARTINEZ TELLO- CLINICA DE ODONTOLOGIA ESPECIALIZADA,5.0,,Clínica dental,"Edificio Granada Plaza, 760045, Cl. 16 Nte. #8N-51 Oficina 302, Cali, Valle del Cauca",3182113663,http://www.drjuancmartinez.com/,,2025-12-22 16:08:19,Cali
Dental SPA,3.3,,Clínica dental,"Centro Diagnóstico Ciudad Jardín Calle 15A. 103 - 15. Cali. Valle del Cauca. Colombia Piso 4 760031, Cali, Valle del Cauca",6023169450,http://www.dentalspa.com.co/,,2025-12-22 16:08:22,Cali
Clínica de Implantología Oral Del Valle,4.5,,Clínica dental,"Edificio Centro Profesional Sexta Avenida (DINERS) Calle 23 Norte No. 6AN -, 17, Cons. 703 - 704 - 705 Barrio Santa Mónica Norte, Cali, Valle del Cauca",6026612303,http://www.clinicadeimplantologiaoral.com/,,2025-12-22 16:08:25,Cali
"Dra. Claudia Maria Zuluaga Gomez, Odontólogo",,,Dentista,"CALLE 5D # 38A‐35 CONS 1014 TORRE 2, Cali, Valle del Cauca",3154976761,https://www.doctoralia.co/claudia-maria-zuluaga-gomez/odontologo/cali?utm_source=google&utm_medium=gmb&utm_campaign=2062&utm_content=website,,2025-12-22 16:08:28,Cali
Vida Centro Profesional PH,4.2,,Centro de salud y bienestar,"Cl. 5d #38A-35, San Fernando, Cali, Valle del Cauca",25567813,,,2025-12-22 16:08:31,Cali
GRUPO ESPECIALIZADO,4.9,,Clínica dental,"Cra. 44 #5B-74, Cali, Valle del Cauca",25131700,,,2025-12-22 16:08:35,Cali
Dientes Por siempre - Fundación Odontológica,4.9,,Clínica dental,"COMUNA 3, Cali, Valle del Cauca",3167682804,https://www.facebook.com/dientesporsiemprefundacion?mibextid=ZbWKwL,,2025-12-22 16:08:38,Cali
el peñon centro odontologico,5.0,,Clínica dental,"Cra. 4 #4-05 B, COMUNA 3, Cali, Valle del Cauca",28935148,,,2025-12-22 16:08:41,Cali
Dr. Mario Molina Odontología Integral,5.0,,Clínica dental,"Av. 3 Nte. #44 36, La Merced, Cali, Valle del Cauca",3155673323,,,2025-12-22 16:08:44,Cali
Centro Odontológico,,,Clínica dental,"Cl. 52 #12C-57, Comuna 8, Cali, Valle del Cauca",3208716651,,,2025-12-22 16:08:47,Cali
Clinica Nueva de Cali,3.3,,Clínica ambulatoria,"Cra. 6 #6-63, COMUNA 3, Cali, Valle del Cauca",,,,2025-12-22 16:08:50,Cali
Dra. Tatiana Endo,4.9,,Clínica dental,"Cl. 21 Nte. #9 Norte-50, Santa Monica Residential, Cali, Valle del Cauca",3105377570,http://www.tatianaendo.com/,,2025-12-22 16:08:53,Cali
Dentalcourt Cali- Clínica odontológica - Diseño sonrisa,4.2,,Clínica dental,"Cra. 31 #8-59, La Alameda, Cali, Valle del Cauca",3206800637,https://www.instagram.com/dentalcourt/,,2025-12-22 16:08:56,Cali
Consultorio Odontologico,,,Clínica dental,"Cl. 44 #16-18, Comuna 8, Cali, Valle del Cauca",3104890995,,,2025-12-22 16:08:59,Cali
"Ortodoncia en Cali, Dra. Paola Ceballos",5.0,,Ortodoncista,"Calle 5 # 38-25 Edificio Plaza, San Fernando, Cali, Valle del Cauca",3226852446,https://www.paolaceballosortodoncista.com/,,2025-12-22 16:09:02,Cali
Clinica de Periodoncia e Implantologia,5.0,,Clínica dental,"Edificio Consumédico, Cl. 5 #38-14 Consultorio 607, San Fernando, Cali, Valle del Cauca",3147404115,https://clinperiodoncia.com/,,2025-12-22 16:09:05,Cali
Matizz Clínicas Odontológicas,,,Clínica dental,"Av. 6D Nte. #36n-41, Cali, Valle del Cauca",,https://veneersofficial.com/,,2025-12-22 16:09:08,Cali
ORTHODONTIK CLINICA ODONTOLOGICA SEDE CALI,,,Clínica dental,"Cl. 27 #35-14, Maracaibo, Cali, Valle del Cauca",23367560,,,2025-12-22 16:09:11,Cali
MIA CLINICA ODONTOLOGICA,1.0,,Clínica dental,"Cra. 12 # 51 - 02, Comuna 8, Cali, Valle del Cauca",,,,2025-12-22 16:09:14,Cali
Clínica Odontológica USC,,,Clínica dental,"Cl 5 #62-00 Bloque 4 Piso 2 4202, Cuarto de Legua, Cali, Valle del Cauca",,https://www.usc.edu.co/clinica-odontologica/,,2025-12-22 16:09:18,Cali
Dr.Jorge Alejandro Soto,4.1,,Clínica dental,"Av. Estación #5C norte-56, San Vicente, Cali, Valle del Cauca",3113091250,https://drjorgealejandrosoto.co/,Abierto ⋅ Cierra a las 6 p.m.·Ver más horas,2025-12-22 16:09:21,Cali
Clinica Dentalplan,4.9,,Clínica dental,"Av 6 Norte, Local #25N 71 1er piso, Cali, Valle del Cauca",3207133610,http://www.clinicadentalplan.com/,,2025-12-22 16:09:24,Cali
"Dra. Diana Benavides B., Odontólogo",,,Dentista,"Cra. 42 #3-30, Cali, Valle del Cauca",,https://www.doctoralia.co/diana-benavides-b/odontologo/cali?utm_source=google&utm_medium=gmb&utm_campaign=48187&utm_content=website,,2025-12-22 16:09:27,Cali
Orthomania,4.4,,Clínica dental,"Cl. 13 #4-52, San Pedro, Cali, Valle del Cauca",,,,2025-12-22 16:09:30,Cali
Clínica Odontológica Juan Soto,5.0,,Clínica dental,"Cl. 5 #38-25, San Fernando, Cali, Valle del Cauca",3154897324,https://instagram.com/clinicajuansoto?igshid=mvezcmditwof,,2025-12-22 16:09:33,Cali
JORGE GARCÍA ODONTOLOGÍA,4.9,,Clínica dental,"Carrera 24 C # 8 Oeste, 2 a #8 Oeste - 74, Cali, Valle del Cauca",3045521999,http://www.jorgegarciaodontologia.com/,,2025-12-22 16:09:36,Cali
Centro Odontológico Popular,,,Clínica dental,"Calle 46AN #5N-11, El Popular, Cali, Valle del Cauca",24824422,,,2025-12-22 16:09:39,Cali
SONRISA PERFECTA,4.2,,Clínica dental,"Cra. 42a #5C-96, Cali, Valle del Cauca",25536316,http://www.clinicasonrisaperfecta.com/,,2025-12-22 16:09:42,Cali
ODONTOSTETICA,4.0,,Clínica dental,"Av. 4 Nte. # 13 40, Granada, Cali, Valle del Cauca",3007776330,http://www.odontostetica.co/,,2025-12-22 16:09:45,Cali
Dra Angelica Mora odontología estética,5.0,,Clínica dental,"Cl. 28 Nte. #2BN- 86, San Vicente, Cali, Valle del Cauca",3186704216,,,2025-12-22 16:09:48,Cali
Smiles Clínica Odontológica,4.0,,Clínica dental,"36A-11, Pasoancho, Cali, Valle del Cauca",23827784,https://clinicaodontologicasmiles.com/,,2025-12-22 16:09:51,Cali
